word,count
appetite,16
appetizing,1
appian,3
applaud,3
applause,7
apple,3
application,9
apply,32
appoint,17
appointed,2
appointment,13
appreciate,14
appreciation,1
apprehend,4
apprehension,19
apprenticeship,4
apprise,14
approach,164
approached,2
approaching,2
approbation,12
appropriate,3
approval,2
approve,15
apricot,1
april,9
apron,2
apropos,4
apt,1
aptitude,2
aquapendente,3
aquatic,1
aqueduct,3
aquilo,1
aquit,1
ar,2
arab,8
arabesque,3
arabia,4
arabian,16
arabic,9
arbor,14
arcade,5
arch,3
archbishop,1
archbishops,1
arched,4
archimedes,1
archipelago,4
architect,5
architecture,1
archive,1
archway,3
arcola,1
ardent,9
ardently,7
ardor,3
arena,2
argentina,10
argue,1
argument,6
arid,1
ariel,2
aright,4
ariosto,1
arise,46
arising,1
aristocracy,7
aristocrat,1
aristocratic,14
arithmetic,4
arithmetical,3
arles,6
arlesian,2
arlesienne,1
arm,282
arma,1
armchair,31
armed,1
armenian,2
armful,1
armilly,24
armor,2
armorial,3
armory,1
army,31
arno,1
aroma,1
aromatic,1
arose,16
around,160
arouse,17
arrange,64
arrangement,21
array,3
arrest,72
arrival,57
arrive,179
arrives,1
arrogance,1
arrogant,2
arrogate,2
arrow,6
arsenal,2
arsenic,8
arson,1
arstein,2
art,25
artesian,1
artichoke,1
article,28
articulate,3
artifice,3
artificial,7
artillery,2
artist,17
artistic,1
artless,1
artlessness,3
artois,1
as,355
ascend,40
ascendancy,3
ascendant,1
ascendency,1
ascends,1
ascent,1
ascertain,28
ash,9
ashamed,11
ashore,6
asia,2
aside,41
ask,650
askance,2
asked,23
asks,1
asleep,23
asmodeus,2
aspect,12
asperity,1
aspire,4
aspires,1
assail,5
assailant,1
assassin,33
assassinate,20
assassination,16
assassins,1
assault,2
assemblage,3
assemble,14
assembly,26
assent,11
assentingly,2
assert,13
assertion,11
asset,1
assiduity,2
assiduous,2
assiduously,1
assign,10
assignment,4
assimilate,1
assist,32
assistance,34
assistant,7
assistants,1
assize,6
assizes,4
associate,10
association,2
assortment,1
assume,63
assumed,2
assunta,14
assurance,24
assure,132
assuredly,14
assures,1
astonish,47
astonished,13
astonishing,3
astonishment,67
astound,3
astray,1
astride,1
astronomer,1
asylum,8
at,3253
ate,6
athens,2
athletic,1
atlas,2
atmosphere,9
atom,6
atoms,2
atone,3
atonement,1
atreidae,2
atreus,1
atrocious,2
attach,28
attached,2
attachment,3
attack,68
attain,17
attainments,1
attempt,70
attempted,1
attend,32
attendance,4
attendant,23
attention,129
attentive,5
attentively,23
attest,2
attestation,2
attic,1
attila,1
attire,24
attired,1
attitude,14
attorney,46
attract,38
attracted,3
attraction,6
attractive,1
attribute,18
attune,3
aubry,1
audacious,1
audacity,4
audible,6
audience,16
auditor,5
auger,1
aught,1
augment,8
augmentation,1
augments,1
augur,1
augury,2
august,7
auguste,1
augustine,1
augustus,1
aunt,2
aurora,1
auspex,3
auspicious,1
austere,1
austerlitz,3
austria,3
austrian,3
auteuil,51
authenticity,3
author,6
authoritative,2
authority,28
authorize,5
automatic,1
autumn,3
autumnal,2
aux,2
avail,20
available,6
avalanche,1
avarice,4
avaricious,2
avast,1
avenge,22
avenger,4
avenging,1
avenue,18
avenues,1
avernus,1
averse,1
aversion,3
avert,2
avi,1
aviary,1
avidity,2
avignon,3
avoid,36
avow,3
avowal,7
avrigny,124
aw,2
await,84
awaits,1
awake,37
awaken,32
awakened,1
award,4
aware,56
away,221
awe,8
awful,7
awfully,2
awhile,1
awkward,5
awkwardly,1
awkwardness,1
awning,1
ax,1
axiom,8
ay,1
azure,14
azzo,1
ba,1
baba,3
babe,1
babuino,5
baby,3
babylon,3
babylonian,1
bachelor,7
back,229
background,4
backhand,1
backward,2
backwards,5
bacon,2
bad,98
badge,3
badly,9
baffle,1
bag,9
bagdad,3
baggage,1
bags,1
bah,14
bail,1
bailiff,1
bajocco,1
bake,1
baker,9
balance,13
balcony,13
bald,1
baldi,1
bale,1
balearic,1
ball,61
ballet,7
balm,3
balmy,2
baluster,4
bamboo,1
banchi,2
band,16
bandage,15
bandilleros,1
bandit,99
bandits,3
bane,1
baneful,1
banish,2
bank,49
banker,109
banking,4
banknote,1
bankrupt,10
bankruptcy,8
banquet,2
banquo,1
baptism,2
baptismal,4
baptiste,2
baptistin,57
bar,15
barbare,1
barbarism,2
barbarous,2
barber,5
barcelona,2
bare,13
barefooted,1
bareheaded,2
barely,3
bargain,9
barge,1
baring,1
baritone,1
bark,5
barley,1
baron,121
baroness,136
baronne,3
barque,1
barred,1
barrel,13
barrelled,2
barren,5
barricade,1
barrier,25
barrister,1
barrois,91
barrow,1
bartholomew,1
bartolomeo,13
bartoloni,1
barye,1
base,17
baseness,1
bashfulness,1
basin,4
basis,1
basket,10
bass,1
bassora,1
bastard,2
bastia,5
bastille,1
bastinado,1
bastion,2
bath,23
bathe,1
bathroom,1
battalion,1
battery,2
battle,16
bavarian,1
bay,7
bayard,1
bayonet,5
bayonne,3
bazaar,1
be,16581
beach,4
beacon,2
bead,3
beak,2
beam,11
beaming,1
bean,1
bear,106
beard,19
bearded,1
beardless,1
bearer,17
bearing,17
beast,10
beat,30
beaten,3
beating,14
beaucaire,21
beauchamp,247
beaufort,1
beaumarchais,3
beaurepaire,2
beautiful,101
beautifully,7
beauty,34
beauveau,1
beauvoisin,3
because,253
beckon,2
become,333
becomes,3
becomingly,1
bed,166
bedchamber,5
bedclothes,4
bedeau,1
bedew,2
bedouin,1
bedroom,30
bedside,3
bedstead,3
bee,2
beechwood,1
beet,1
beethoven,1
beetle,1
befall,9
befit,1
before,535
beforehand,17
befriend,1
beg,85
beggar,3
beggarly,1
begin,207
beginning,21
begone,2
begs,2
beguile,1
behalf,10
behave,6
behaved,1
behavior,2
behead,4
beheld,2
behind,117
behindhand,2
behold,40
beholds,1
being,22
belay,1
belfry,1
belgium,2
belie,1
belief,15
believe,289
believer,1
believing,1
belisarius,1
bell,54
belladonna,1
belle,2
bellegarde,7
bellevue,1
bellied,1
bellow,3
belong,60
belonging,11
belongs,6
beloved,25
below,16
belshazzar,1
belt,7
belvedere,1
ben,1
bench,15
bend,27
bender,1
bending,1
beneath,95
benedetto,71
benefactor,18
beneficent,3
beneficial,1
benefit,7
benevolence,5
benevolent,6
bengal,2
benignant,1
benignity,1
bent,16
bentivoglio,2
beppo,11
bequeath,11
bequeathing,1
bequest,1
bereft,1
bernard,2
berth,1
bertrand,1
bertuccio,164
beseech,23
beset,1
beside,31
besides,144
besotted,1
bespeak,2
best,96
bestow,33
bet,5
betaken,1
bethink,2
betide,1
betoken,6
betray,41
betrays,2
betroth,24
betrothal,13
betrothed,11
better,2
between,201
beverage,9
bewail,1
beware,3
bewilder,12
bewildered,2
bey,4
beyond,33
bi,1
bianca,2
bias,1
bid,27
bidassoa,1
bidden,1
bidding,2
bien,1
bier,4
big,7
bill,28
billet,1
billiard,3
billow,1
bind,21
binding,1
biped,2
bird,28
birth,24
birthday,1
birthplace,2
biscuit,13
biscuits,1
bit,12
bite,20
bitter,39
bitterly,12
bitterness,3
bivouac,2
blacas,28
black,123
blackbird,1
blacken,3
blackened,1
blacker,1
blackness,2
blade,6
blame,15
blanc,3
blanch,3
blanchet,1
blank,3
blanket,1
blaspheme,2
blasphemy,2
blast,2
blaze,1
blazed,1
blazing,1
blazon,4
bleat,1
bleed,6
bleeding,2
blemish,1
bless,24
blessed,2
blessing,8
blight,3
blin,2
blind,27
blindfold,7
blindly,3
blindness,3
bliss,1
blissful,1
block,5
blockhead,3
blond,1
blood,81
bloodhound,2
bloodhounds,1
bloodshot,3
bloody,3
bloom,6
blooming,1
blossom,5
blot,1
blount,1
blouse,2
blow,80
blue,69
bluish,2
blunder,1
blunderbuss,3
blunt,2
blush,19
blushing,2
boar,1
board,61
boast,14
boat,82
boatman,2
bode,1
bodice,5
bodily,4
body,90
bohemian,1
boil,2
boileau,1
boiling,1
bois,11
boisterously,1
bold,10
boldly,6
boldness,3
bologna,2
bolt,23
bolted,1
bonaparte,12
bonapartism,4
bonapartist,30
bonapartists,6
bonbon,1
bond,20
bondage,2
bone,5
bonifacio,1
bonnet,4
bony,6
booby,1
book,53
boom,2
boon,4
boot,16
boots,1
booty,1
boozy,1
bordeaux,4
border,14
bore,28
borel,1
borghese,1
borgia,16
borgo,2
born,3
borromean,1
borrow,5
bosom,24
bossuet,2
boston,1
botanist,1
botany,1
both,153
bottle,46
bottom,29
bouc,1
boucher,1
boudoir,15
bouffe,1
bough,3
bouillotte,1
boulanger,1
boulevard,15
boulogne,7
bound,40
boundary,3
boundless,3
bouquet,14
bourbon,8
bourgeois,1
bourges,6
bourget,1
bourmont,1
bournous,1
bourse,7
boville,35
bow,132
bowed,3
bowel,1
bower,1
bowing,5
bowlin,1
bowsprit,1
bowstring,1
box,126
boxing,1
boxwood,1
boy,67
boyador,1
brabantio,1
bracciano,8
brace,4
bracket,3
braggadocio,1
braid,1
brail,2
brain,52
branch,29
brand,4
brandy,5
brat,1
brava,2
bravado,1
brave,29
bravi,2
bravo,19
brazen,1
brazier,3
breach,1
bread,33
break,100
breakfast,69
breaking,2
breast,41
breath,29
breathe,35
breathing,3
breathless,14
breathlessly,2
bred,2
breech,3
breed,5
breeding,3
breeze,9
breguet,1
brescia,1
brevet,2
breviary,8
brew,1
bribe,2
bribery,1
brick,2
bridal,2
bride,15
bridegroom,6
bridge,1
bridle,4
brief,21
briefly,1
brigade,2
brigadier,20
brigand,22
brigantine,1
bright,36
brighten,8
brighter,2
brightness,5
brilliancy,3
brilliant,40
brilliantly,4
brim,4
brimstone,1
bring,266
bringing,2
brings,1
brink,4
briskly,2
briskness,1
bristle,2
britain,1
british,1
britzka,3
broad,10
broadside,1
broadsword,1
brocade,1
brocaded,1
broke,1
broken,17
broker,2
brokerage,1
bronze,5
bronzed,1
brood,3
brooding,1
broth,1
brother,83
brotherhood,2
brotherly,1
brought,5
brow,82
brown,9
browse,1
brucea,2
brucine,10
bruise,2
bruit,1
brunette,2
brunhilda,1
brush,7
brussels,6
brutal,13
brutalism,1
brutality,3
brutalize,1
brutally,1
brute,6
brutus,4
bu,2
buckle,5
buckshot,1
buckskin,1
budding,1
budget,1
buffalo,1
bug,1
build,29
builder,7
building,18
bull,3
bullet,8
bullion,1
bully,1
bulwark,2
bunch,11
bundle,8
bunk,1
buntlines,1
burden,10
burdensome,1
burglary,2
burial,4
buried,1
burn,50
burning,5
burnous,1
burnouse,1
burnt,8
burst,49
bursting,2
bury,52
bush,8
busily,5
business,66
busoni,58
bussy,1
bustle,2
busy,7
but,3015
butcher,2
butler,2
butt,5
butter,1
butterfly,1
button,36
buveurs,1
buy,41
buzz,5
buzzard,1
buzzing,1
by,2137
bye,15
byron,3
byronic,1
c,1
cab,17
cabal,2
cabalistic,1
cabanis,3
cabaret,1
cabbage,11
cabin,10
cabinet,6
cable,1
cabman,1
cabriolet,16
cachucha,1
cactus,2
cacus,1
caderousse,419
cadiz,2
cage,3
cagliostro,2
cahors,1
cairo,5
caisserie,2
cajolery,1
calabria,1
calabrians,1
calamity,3
calasareigne,1
calaseraigne,1
calash,10
calculate,24
calculated,1
calculation,14
calculator,1
calcutta,3
calendar,1
caliban,1
caligula,1
call,317
callot,1
calm,91
calmer,1
calmly,23
calmness,28
calpurnius,1
calumniate,1
calumniator,2
calumnious,1
calumny,4
calvary,2
calypso,1
cama,1
camargue,1
cambric,5
camel,1
camellia,3
cameo,1
camp,1
campagna,3
campaign,3
campo,2
can,543
canal,8
cancel,3
candid,2
candidly,9
candle,9
candlestick,2
candor,7
cane,15
cangiar,1
cannes,1
cannon,10
cannot,207
canon,3
canopy,1
canova,1
canst,1
canter,1
canto,1
canton,1
canvas,7
canvass,1
cap,16
capability,1
capable,23
capacious,1
capacity,1
cape,11
capital,51
capitalist,2
capitol,3
caprara,2
caprice,19
capricious,5
captain,160
captivate,1
captivating,1
captive,2
captivity,19
capture,6
capua,1
caracalla,2
carafe,1
caravan,2
carbine,21
carbineer,9
carbonari,1
carbonaro,1
carbuncle,1
carcass,2
carceri,1
carconte,50
card,21
cardinal,33
cardinalate,1
care,108
career,19
careful,13
carefully,58
careless,5
carelessly,19
carelessness,6
caress,4
careworn,5
cargo,16
caricature,1
carlini,41
carlo,1
carlos,12
carmel,1
carmela,15
carmine,1
carnival,36
carnivorous,1
caro,1
carolina,1
carp,3
carpenter,1
carpet,14
carriage,291
carrots,1
carrousel,1
carry,159
cart,8
carthage,1
cartilage,2
cartridge,2
carve,13
carved,2
carving,1
caryatides,1
casa,1
cascade,1
cascine,1
case,131
cash,13
cashbooks,1
cashier,9
cashmere,8
cask,3
casket,13
cassandra,1
cassock,3
cast,92
castaing,1
castellana,2
castellane,1
caster,1
castilian,1
casting,2
castle,15
casual,2
cat,4
catacomb,10
catalan,47
catalane,6
catalans,1
catalepsy,3
catalogue,2
catalonian,1
catastrophe,17
catch,45
category,1
caterpillar,1
catherine,1
catholic,1
cattini,1
caught,1
cause,166
cauterets,1
caution,6
cautious,3
cautiously,3
cavalcante,1
cavalcanti,174
cavalier,9
cavalry,1
cavatina,1
cave,17
cavern,26
cavil,1
cavity,3
cease,55
ceaseless,1
ceiling,11
celebrate,20
celebrated,8
celebrity,2
celerity,1
celestial,6
celibacy,1
cell,55
cellar,2
cellaret,1
cement,8
cemetery,17
cent,10
centaur,1
centigramme,1
centigrammes,1
centre,35
centred,1
centurion,1
century,13
cerebral,1
ceremonial,2
ceremonious,4
ceremony,19
certain,85
certainly,173
certainty,15
certificate,9
certify,2
cervetri,1
cessato,2
ch,1
chain,21
chair,86
chaise,12
chalais,1
challenge,15
chamber,96
chamberlain,5
chambermaid,2
chambre,25
chamois,3
champ,37
champagne,1
chance,78
chancellor,2
chandernagor,1
changarnier,1
change,126
changeable,1
changing,1
channel,1
chant,1
chantilly,1
chaos,1
chaotic,1
chap,1
chapel,1
chapelle,4
chaperon,1
chaplain,2
chapter,237
character,47
characteristic,7
characterize,5
charenton,2
charge,49
chariot,1
charitable,7
charity,11
charles,13
charm,38
charmed,3
charming,31
charmingly,1
chart,2
chartreux,1
chase,9
chased,1
chasm,2
chaste,4
chasten,1
chastity,2
chat,6
chatter,5
cheap,1
cheat,2
check,15
checked,1
checkmate,1
cheek,47
cheer,10
cheerful,11
cheerfully,4
cheerfulness,2
cheering,1
cheese,2
chemical,1
chemist,14
chemistry,6
cherish,4
cherished,3
cherry,1
chess,1
chest,26
chestnut,9
cheval,1
chevalier,3
chibouque,5
chibouques,5
chicanery,1
chick,1
chide,1
chief,60
chiefly,2
chien,2
child,246
childhood,9
childish,1
childlike,4
chill,9
chilled,1
chilliness,1
chimborazo,1
chime,2
chimerical,5
chimney,18
chin,11
china,12
chinese,5
chink,1
chios,2
chirp,1
chisel,8
chiselled,1
chivalric,1
chloride,1
chocolate,3
choice,19
choicest,1
choir,1
choke,12
choking,2
cholera,2
choose,75
chop,1
chord,4
choreographic,1
chorus,3
chose,1
chosen,2
christ,2
christi,2
christian,29
christianity,1
christians,1
christmas,1
chronic,1
chrysalis,1
chuckle,1
chuckling,1
church,14
churchman,4
churchyard,1
cigar,23
cigars,1
cinder,1
cipher,1
circe,2
circle,26
circuit,1
circular,4
circulate,3
circulation,1
circumlocution,2
circumspection,1
circumspectly,1
circumstance,79
circumstantial,5
circus,2
citadel,1
cite,2
citizen,6
citorio,1
citronwood,1
city,47
civil,9
civilities,1
civility,6
civilization,3
civilize,4
civilized,2
civita,6
ck,2
clad,3
claim,28
claire,1
clamber,1
clammy,1
clamp,2
clanking,1
clap,8
clash,1
clashing,1
clasp,40
clasped,2
clasping,1
class,13
classic,2
classify,1
clatter,2
claude,1
claudius,1
clause,3
clave,1
claw,8
clay,1
clean,3
clear,58
clearest,1
clearly,15
clearness,5
cleave,9
cleft,1
clematis,4
clemency,2
clement,2
clench,10
clenched,9
cleopatra,3
clerk,31
clermont,1
clever,13
cleverly,4
cleverness,1
clew,3
clewlines,1
click,1
client,6
climate,4
climax,2
climb,9
climbed,1
clime,5
cling,18
cloak,27
clock,201
clocked,1
clog,2
close,187
closed,3
closely,29
closer,3
closet,17
closing,5
cloth,15
clothe,5
clothes,25
clothing,2
cloud,51
clouded,1
clouds,1
cloudy,3
clover,5
cloves,1
clovis,1
clown,1
club,29
clue,2
clump,14
clumsiness,1
clumsy,2
clung,6
cluster,5
clutch,10
coach,23
coachman,47
coachmen,1
coal,3
coalition,1
coarse,5
coarsely,1
coarseness,1
coast,18
coaster,1
coat,60
coating,1
cochin,2
cochineal,2
cock,5
cockbill,1
cocles,37
code,8
codicil,4
coffee,19
coffer,8
coffin,9
cogent,1
cognizance,1
coil,1
coin,7
coincide,2
coincidence,3
cold,71
colder,1
coldly,20
coldness,8
collar,8
colleague,12
collect,35
collected,1
collection,6
collective,1
college,4
collegiate,1
collision,1
cologne,1
colomba,1
colonel,7
colonnas,1
colony,2
color,68
colored,10
colorless,1
colossal,2
colosseum,28
colossus,1
columbarium,3
column,12
comb,2
combat,8
combination,3
combine,4
combustion,1
come,917
comedy,5
comer,11
comet,1
comfort,14
comfortable,10
comfortably,3
comforter,2
comic,2
coming,1
command,73
commander,9
commandery,2
commanding,4
commandment,1
commemorate,1
commence,15
commencement,8
commences,2
commend,2
commensurate,1
comment,12
commentary,1
commerce,1
commercial,4
commiseration,1
commissariat,2
commissary,15
commission,22
commissioner,1
commit,59
committee,15
commodious,1
commodo,1
common,23
commonly,2
commonplace,5
commune,1
communicate,28
communication,18
compact,3
compagno,1
companion,92
companionship,3
company,30
comparatively,1
compare,16
comparison,7
compartment,2
compass,4
compassion,9
compassionate,1
compassionately,1
compatriot,1
compel,36
compelled,1
compels,2
compensate,2
compensation,2
compete,1
competency,1
competent,1
compile,1
complacency,2
complacently,2
complain,23
complaining,1
complaint,12
complaisant,1
complement,1
complete,58
completely,52
completion,1
complex,1
complexion,22
complicity,1
compliment,20
comply,13
compose,24
composed,2
composer,4
composition,4
composure,8
compound,1
comprehend,31
comprehension,4
compress,1
compressed,1
compression,1
compromise,12
compromising,2
compulsion,1
computation,1
comrade,35
comte,13
comtess,1
comtesse,2
conceal,122
concealed,2
concealment,2
conceals,3
concede,3
conceive,7
conceived,1
concentrate,2
concentrated,3
conception,2
concern,58
concerned,3
concerning,1
concert,7
concerted,1
concession,4
concierge,30
conciergerie,2
conciliate,3
concise,2
conclude,22
conclusion,10
conclusive,1
condemn,39
condemnation,4
condemned,3
condemns,1
condescend,6
condescension,5
condition,39
condolence,1
conduce,1
conduct,84
conducting,1
conductor,5
cone,1
confer,8
conference,6
confers,1
confess,51
confession,15
confessor,7
confetti,5
confidant,4
confide,21
confidence,54
confident,3
confidential,12
confidently,1
confiding,2
confidingly,1
confine,18
confined,1
confinement,8
confirm,21
confirmation,3
confirmed,1
conflagration,1
conflict,4
conform,4
conformable,1
conformity,1
confound,8
confront,6
confuse,2
confused,7
confusion,13
congenial,1
congeniality,1
congestion,2
congo,1
congratulate,10
congratulation,3
congregate,1
conical,2
conjecture,3
conjoin,1
conjointed,1
conjugal,4
conjunction,1
conjuncture,1
conjure,7
connect,20
connection,15
connoisseur,5
conquer,8
conqueror,5
conquest,2
conscience,37
conscientious,4
conscientiously,3
conscious,9
consciousness,15
conscription,2
consecrate,1
conseils,1
consent,31
consequence,31
consequent,1
consequently,24
conservative,1
conservatory,4
consider,86
considerable,32
considerably,5
considerate,1
considerately,1
consideration,14
consign,3
consigne,2
consist,28
consisted,1
consistent,2
consistently,1
consisting,4
consists,1
consolation,11
console,26
consolidate,2
consoling,1
conspicuous,7
conspiracy,18
conspirator,5
conspire,4
constable,1
constancy,1
constant,19
constantine,1
constantinian,1
constantinople,13
constantly,23
consternation,4
constituent,1
constitute,4
constitution,3
constitutional,2
constrain,7
constricted,1
construct,4
construction,8
construe,1
consul,1
consult,16
consultation,2
consulted,1
consume,8
consummate,5
consummation,2
consumptive,1
contact,9
contagious,1
contain,80
conte,2
contemplate,18
contemplation,10
contemporary,1
contempt,16
contemptible,2
contemptuous,3
contemptuously,1
contend,8
contending,1
content,76
contented,1
contentedly,1
contentment,2
contest,5
contiguous,2
contingency,1
continual,8
continually,15
continuance,1
continuation,2
continue,283
continued,25
contortion,1
contraband,3
contract,48
contraction,3
contradict,11
contradiction,1
contradictory,1
contralto,1
contrary,107
contrast,14
contribute,4
contributed,1
contribution,2
contrivance,1
contrive,15
control,19
controversy,1
convenience,1
convenient,5
convent,8
convention,1
conventional,3
conventionalist,1
conversant,4
conversation,111
converse,34
conversion,2
convert,8
convex,1
convey,35
conveyance,2
convict,5
conviction,26
convince,43
convinced,3
convinces,1
convincing,1
convulse,3
convulsed,2
convulsion,10
convulsive,10
convulsively,15
cook,14
cookery,3
cool,7
coolly,4
coolness,19
cooper,1
coping,2
copper,5
copy,9
coq,5
coquetry,1
coquettish,5
coquettishly,1
coral,7
cord,10
cordial,5
cordiality,3
cordially,3
core,1
cork,2
corneille,1
cornelius,1
corner,90
coronation,1
coronet,3
corporal,4
corps,3
corpse,53
corpus,2
correct,12
correction,3
correctly,6
correggio,1
correspond,5
correspondence,3
correspondent,22
corresponding,2
corridor,31
corroborate,3
corroboration,3
corroborative,1
corrupt,5
corruption,1
corse,1
corset,1
corsica,26
corsican,39
corsicans,3
corsinari,10
corso,18
corte,1
corvette,2
cosa,1
coselli,3
cosmetic,1
cosmopolite,1
cost,28
costly,2
costume,61
coterets,1
cottage,1
cotton,6
couch,15
cough,5
could,640
couldst,1
council,1
councillor,2
counsel,11
counsellor,1
count,1512
countenance,110
counter,2
counteract,1
counterfeit,1
counterpane,1
counterpart,1
countersign,2
countess,133
counting,2
countless,3
country,96
countryman,9
countrywoman,2
couple,11
