word,count
corroborate,1
corroboration,1
corruption,1
cosmic,1
cost,5
cosway,1
cottager,1
cough,4
could,530
count,4
countenance,30
counteract,3
counterbalance,1
counterpart,1
country,43
county,6
coup,1
couple,9
courage,12
courier,1
course,55
court,9
courteous,1
courtesied,1
courtesy,5
courtier,1
courtship,2
cousin,60
cousins,1
cover,7
covey,1
cow,1
coxcomb,1
cradle,1
cram,3
crawford,2
crayon,1
create,4
creation,1
creative,1
creatress,1
creature,17
credit,27
creditable,2
creditably,1
creditor,2
cried,16
criminal,1
crisis,1
critic,1
critical,5
criticise,1
criticism,1
cross,13
crowd,4
crown,2
cruel,4
cruelly,3
cruelty,5
cruscans,2
crush,1
cry,78
cucumber,1
culprit,1
cultivation,1
cunning,1
cup,2
cure,1
curiosities,1
curiosity,23
curious,6
curricle,2
curtail,1
curtain,1
custody,1
custom,3
cut,2
cynic,1
cynical,1
cynicism,3
daily,3
damp,1
damsel,1
dance,70
danced,2
dancing,7
danger,19
dangerous,1
darcy,430
dare,52
dared,1
daresay,2
daring,1
dark,2
darling,1
darting,1
dashwood,1
date,6
daughter,134
dawdle,1
dawson,3
day,180
dazzle,1
de,43
dead,6
deaden,1
deal,36
dear,176
dearest,4
dearly,3
death,9
debt,14
decade,1
decamping,1
decease,3
deceitful,2
deceive,21
decency,2
decent,3
deception,2
decide,12
decided,4
decidedly,4
decision,1
decisive,2
deck,1
declaration,5
declare,26
decline,8
decorum,5
dedication,1
deduce,1
deem,1
deep,12
deeply,5
default,1
defect,9
defection,1
defective,2
defence,3
defend,4
defer,5
deference,6
defiance,3
deficiency,2
deficient,5
define,2
definition,1
defy,5
degenerate,1
degradation,1
degree,25
deign,3
dejection,3
delay,12
deliberate,1
deliberately,2
deliberation,4
delicacy,12
delicate,8
delicately,1
delicious,1
delight,49
delighted,7
delightful,23
delightfully,4
deliver,5
della,2
demand,5
demean,1
demeanour,1
demureness,1
denial,6
denny,12
denominate,1
denote,2
denouement,1
deny,12
depart,6
departure,6
depend,29
dependence,7
dependent,3
depict,1
deportment,1
depravity,1
depreciate,1
depress,1
depressed,1
deprive,4
derange,1
derbyshire,25
derision,2
derive,4
descend,5
descent,3
describe,14
describes,1
description,8
desert,4
desertion,1
deserve,22
deservedly,1
design,33
designedly,1
desirable,11
desire,29
desired,1
desirous,7
despair,4
despatch,4
desperate,3
desperation,1
despicable,1
despicably,1
despise,8
despises,1
despite,1
despond,1
destine,4
destitute,2
destroy,2
destroyed,1
destructive,1
detach,3
detail,1
detailed,2
detain,7
detect,3
detection,2
deter,1
determination,3
determine,46
determined,4
detest,4
detestable,1
develop,1
develope,1
development,2
device,1
devoid,1
devote,5
devotee,1
dialogue,4
diana,2
dictate,4
dictatorial,1
die,10
differ,1
difference,15
different,38
differentiate,1
differently,8
difficult,14
difficulty,9
diffidence,5
diffident,1
diffuse,2
diffuseness,1
dignified,2
dignify,1
dignity,5
digression,1
dilatory,2
diligence,1
dimension,1
diminution,1
din,18
dine,16
dining,8
dinner,33
dinnertime,4
direct,18
direction,17
directly,23
dirt,2
dirty,4
disadvantage,7
disagreeable,15
disagreeably,1
disagreement,1
disappoint,6
disappointed,10
disappointing,1
disappointment,18
disapprobation,7
disapprove,1
disarm,1
disbelieve,1
discard,1
discern,3
discernible,1
discernment,2
discharge,7
disclaim,2
disclose,2
disclosure,1
discompose,3
discomposure,3
disconcert,2
disconcerted,1
discontent,2
discontentedness,1
discontinuance,1
discourage,4
discourse,8
discover,16
discovery,7
discredit,2
discreditable,1
discretion,5
discrimination,1
discuss,5
discussion,5
disdain,9
disengage,2
disengaged,1
disgrace,14
disgraceful,5
disguise,6
disgust,9
disgusting,1
dish,6
dishearten,1
dishonest,1
dishonesty,1
dishonourable,2
disinclination,2
disincline,1
disinterested,3
disinterestedness,1
dislike,28
dismay,1
dismiss,4
dismission,1
disoblige,1
dispel,1
dispense,1
dispirited,1
display,11
displayed,2
displease,3
displeased,2
displeasure,6
disposal,2
dispose,15
disposed,2
disposition,29
disputable,1
dispute,3
disquiet,1
disregard,1
disrespect,2
disrespectful,1
dissatisfy,4
dissect,1
dissemble,1
disservice,1
dissipation,1
dissolve,1
dissuade,2
distance,16
distant,5
distinct,1
distinction,7
distinctly,2
distinguish,10
distinguished,1
distract,2
distractedly,1
distraction,1
distress,31
distressed,4
distribute,1
distrust,4
disturb,2
disturbance,1
disturbed,1
disturber,1
diversify,1
diversion,3
divert,4
divide,9
do,829
doings,2
doleful,1
domestic,8
don,7
doom,1
door,45
doorway,1
dose,1
double,2
doubled,1
doubly,1
doubt,52
doubted,2
doubtful,2
doubtingly,1
doubtless,4
dovedale,2
down,80
downstairs,2
downwards,1
dozen,2
drab,2
draught,3
draw,39
drawing,14
drawn,2
dread,12
dreadful,11
dreadfully,2
dress,17
dressing,4
drew,2
drily,2
drink,7
drinking,1
drive,20
driven,2
droop,1
drop,9
drove,2
duchess,1
duck,1
ductility,1
due,12
duel,1
duet,1
dull,4
dullest,1
dulness,1
dupe,2
duplicity,2
duration,2
during,28
dutifully,2
duty,17
dwell,12
dwelling,3
e,1
each,65
eager,13
eagerly,14
eagerness,8
ear,1
earl,3
earlier,2
early,40
earnest,17
earnestly,11
earnestness,2
earth,1
earthly,1
ease,17
easily,27
easiness,3
eastbourne,1
easter,3
easy,26
eat,7
ebook,2
eccentric,1
echo,1
eclipse,1
economically,1
economy,5
ecstasy,2
edge,4
edmund,1
educate,3
education,12
edw,1
edward,1
effect,23
effectual,1
effectually,3
efficacy,1
effort,9
effusion,4
egregious,1
eight,9
eighteenth,4
either,63
elaborate,1
elapse,2
elate,1
elder,10
elderly,1
eldest,21
elegance,9
elegant,14
element,1
elevate,3
elevated,1
elevation,3
eleven,1
eligibility,1
eligible,7
eliza,23
elizabeth,645
elope,2
elopement,11
eloping,1
eloquence,3
eloquent,2
else,43
elsewhere,5
eltons,2
elude,1
embargo,1
embarrass,6
embarrassed,1
embarrassment,10
embrace,4
emergency,1
eminence,1
eminent,2
eminently,1
emma,3
emotion,6
emphasis,1
emphatic,1
emphatically,1
employ,11
employment,9
employments,1
emptiness,1
empty,1
enable,5
encamp,1
encounter,4
encourage,18
encouragement,10
encroach,1
encumbrance,1
end,38
endear,1
endeavor,1
endeavour,41
endless,2
endurable,1
endure,6
enemy,2
energetic,1
energy,5
enforce,1
engage,50
engagement,32
engaging,1
england,5
english,3
engross,7
enhance,1
enjoy,12
enjoyment,14
enlarge,1
enormity,1
enough,111
enrage,1
ensign,1
ensigncy,1
ensue,4
entail,17
enter,62
entertain,12
entertainment,6
enthral,1
entirely,28
entitle,4
entrain,1
entrance,14
entreat,9
entreaty,13
enumerate,5
enumeration,1
envelope,3
environs,1
envy,6
epicurean,1
epithet,1
epsom,3
equal,33
equally,20
equipage,1
equivalent,1
equivocal,1
ere,2
err,3
errand,1
error,9
escape,16
esmond,1
especially,25
esq,1
essence,1
essential,4
establish,8
established,1
establishment,6
estate,23
estates,1
esteem,18
estimable,2
estimate,1
estimation,5
etc,13
etiquette,1
evade,1
even,104
evening,69
evenness,2
event,27
ever,136
every,185
everybody,40
everyone,6
everything,60
everywhere,2
evident,18
evidently,6
evil,22
ex,1
exact,4
exactly,32
exaggerate,1
exaggeration,2
exalt,1
examination,3
examine,10
example,5
exasperate,2
exceed,5
exceedingly,28
excel,3
excellence,3
excellent,20
except,28
exception,1
exceptionable,1
excess,2
excessive,4
excessively,10
exchange,1
excite,15
exclaim,12
exclaiming,1
exclamation,5
exclude,1
exclusion,1
excusable,1
excuse,20
execute,2
execution,4
executor,1
exemption,1
exercise,9
exert,5
exertion,9
exhaust,2
exhibit,4
exhibition,3
exigence,1
exigency,1
exist,6
existence,3
existent,1
expect,83
expectation,26
expected,1
expedient,2
expedite,1
expeditiously,2
expense,11
experience,6
experienced,1
explain,20
explanation,9
explanations,1
explanatory,1
explicit,2
explicitly,1
explore,1
expose,14
exposition,1
expostulation,1
exposure,1
express,59
expressed,1
expression,34
expressive,2
expressively,2
expressly,2
exquisite,2
exquisitely,1
extend,4
extended,1
extensive,4
extent,7
extenuating,1
extinguish,1
extort,2
extract,2
extraction,1
extraordinary,16
extravagance,4
extravagant,4
extreme,5
extremely,15
exuberance,1
exuberant,1
exultation,1
eye,70
eyelash,1
f,5
face,31
fact,16
facts,1
faculty,3
fail,13
failure,2
faint,4
fainter,2
faintly,1
fair,23
fairfax,1
fairly,3
faithful,3
faithfully,1
fall,20
false,15
falsehood,7
falsely,1
falsification,1
fame,1
familiar,3
familiarity,2
familiarly,2
family,159
fancied,1
fancy,29
fanny,2
fantastic,2
far,70
farce,1
fare,2
farewell,3
farm,3
farther,11
farthing,1
fascinate,1
fashion,11
fashionable,1
fast,7
fasten,1
fastidious,2
fat,1
fate,2
father,135
fatigue,8
fault,11
faultless,2
faulty,3
favour,25
favourable,12
favourably,2
favourite,23
favourites,1
fear,48
fearful,5
fearless,1
fearlessness,1
feather,2
feature,11
feb,1
february,1
feel,60
feeling,113
feelingly,1
felicitation,1
felicity,18
fell,2
fellow,10
fellows,1
felt,105
female,11
feminine,1
fender,1
ferocious,1
fervent,1
fervently,1
fetch,4
feverish,2
few,74
fiction,1
fidget,2
fidgety,1
field,7
fielding,2
fifteen,5
fifth,1
fifty,6
fight,3
figure,11
filial,1
fill,3
final,3
finally,7
finance,1
find,143
fine,39
finer,2
finery,2
finger,4
finish,17
finished,1
fire,9
fireplace,2
firm,5
firmly,1
firmness,1
first,160
fish,6
fishing,4
fit,10
fitted,1
fitzwilliam,37
five,35
fix,27
flaming,1
flat,2
flatter,20
flattering,1
flew,1
flight,3
flirt,6
flirtation,2
flirting,2
flog,1
flow,6
flown,1
fluctuate,1
fluently,1
flutter,5
fluttering,1
fly,3
fold,1
folio,1
follow,53
following,14
folly,16
fond,17
fonder,1
fondness,1
fool,8
foolish,8
foot,2
footing,2
footlights,1
footman,1
footstool,1
for,1092
forbear,1
forbearance,6
forbearing,1
forbid,5
forbidding,1
force,28
forced,1
forcibly,4
fordyce,2
forego,1
foresee,2
foreseen,2
foretell,1
forfeit,2
forget,36
forgetfulness,1
forgive,12
forgiveness,2
forgiving,1
forgot,1
forgotten,2
forlorn,1
form,36
formal,9
formality,4
formation,1
formed,1
former,39
formerly,8
formidable,4
forster,39
forsters,1
forth,5
fortitude,1
fortnight,23
fortunate,15
fortunately,2
fortune,40
forty,1
forward,33
foul,1
found,3
foundation,4
four,38
fourteen,1
fourth,2
fourthly,1
foxhound,1
frailty,1
frame,1
frank,1
frankly,1
frankness,3
freckled,1
free,7
freedom,5
freely,4
french,1
frenchman,1
frequent,13
frequently,23
fresh,11
freshness,1
fret,3
fretfully,2
fretfulness,2
friday,1
friend,167
friendless,1
friendly,8
friends,3
friendship,10
frighten,8
frightened,1
frigid,1
frisk,1
frivolous,3
from,510
front,7
frontispiece,1
frost,3
fruit,3
fugitive,1
fulfil,1
full,21
fully,5
fun,8
furnish,5
furniture,10
further,18
fuss,1
future,15
gaiety,4
gaily,2
gain,16
gallant,1
gallantry,8
gallery,7
game,7
gamester,1
gaming,1
gap,1
garden,12
gardener,2
gardiner,106
garish,1
gate,8
gather,3
gaudy,1
gay,2
gayer,1
gaze,1
general,54
generality,2
generally,17
generation,3
generous,12
generously,1
genius,6
genteel,3
gentle,6
gentleman,80
gentlemanlike,8
gentleness,4
gentlest,1
gentlewoman,1
genuine,2
genus,1
george,46
georgiana,15
german,1
get,87
giddiness,1
gift,3
gig,1
gigantic,1
girl,88
give,277
glad,36
gladly,1
glance,10
glancing,2
glare,1
glaring,1
glass,2
glaze,1
glen,1
glimpse,2
gloom,3
gloomy,3
glory,3
glove,1
glow,4
go,298
god,4
godfather,1
godson,2
goldwin,1
good,273
goodness,11
gossiping,1
goulding,1
gouldings,2
govern,2
governess,8
gown,9
grace,4
gracechurch,9
graceful,1
gracefully,1
gracious,8
graciously,1
graciousness,1
gradual,2
gradually,6
grain,1
grand,2
grandeur,4
grandfather,1
grandmother,1
grant,1
grantley,1
grape,1
grasp,1
grasping,1
grateful,13
gratefully,4
gratification,1
gratified,2
gratify,18
gratifying,2
gratitude,24
gratuitous,1
gratulation,2
grave,10
gravel,3
gravely,4
gravity,4
great,196
greatly,14
greatness,3
green,3
gretna,2
grief,3
grievance,2
grieve,15
grieved,1
grievous,4
grievously,1
gross,3
grossly,1
grosvenor,2
ground,18
groundwork,1
group,3
grove,3
grovelling,1
grow,17
grown,2
growth,1
guard,12
guarded,4
guardian,2
guardianship,3
guess,8
guest,6
guidance,2
guide,5
guilt,3
guilty,2
guinea,1
gulf,1
gusto,1
gutenberg,2
h,1
habit,11
habitual,1
hack,1
hackney,3
hackneyed,1
had,1
haggerston,2
hair,3
half,71
hall,12
ham,1
hamper,1
hand,39
handkerchief,1
handsome,42
handsomely,2
handsomer,1
handsomest,1
hang,2
happen,44
happier,1
happiest,4
happily,5
happiness,72
happy,91
harbour,1
hard,14
harden,1
hardly,50
hardship,2
harm,4
harmony,1
harp,1
harriet,2
harringtons,1
harshly,1
haste,9
hasten,7
hastily,9
hasty,5
hat,9
hate,9
hatefully,1
hatfield,1
hatred,1
haughty,3
haunch,1
haunt,1
have,2404
haye,1
hazard,1
he,1347
head,57
headache,2
heading,8
headstrong,4
heal,1
health,18
healthful,1
healthfulness,1
healthy,3
hear,163
heard,14
hearer,1
hearing,6
heart,46
hearted,1
heartedness,1
hearten,1
heartfelt,1
hearth,1
heartily,10
hearty,2
heaven,13
heavy,5
hedge,1
heedless,1
height,3
heighten,8
heightened,1
heinous,1
heir,1
heiress,1
hell,1
help,42
helplessness,1
hence,1
henceforth,1
henry,1
her,2260
here,72
hereabouts,2
hereafter,3
heretical,1
heretofore,1
hermitage,1
hero,2
heroes,1
heroine,5
hers,7
herself,236
hertfordshire,41
hesitate,6
hesitating,1
hesitation,4
hide,4
high,32
highly,28
hill,14
him,765
himself,133
hint,18
hire,2
his,1289
historically,1
history,6
hither,3
hitherto,2
hold,14
home,67
honest,1
honestly,4
honour,53
honourable,7
hop,25
hope,147
hopeless,7
horrible,1
horribly,1
horrid,3
horror,5
horse,13
horseback,2
horsewoman,1
hospitality,3
hot,3
hotel,2
hour,65
house,114
household,1
housekeep,1
housekeeper,16
housekeeping,2
housemaid,3
how,235
however,136
howsoever,1
hug,1
hugh,1
human,6
humanity,5
humble,14
humiliating,2
humiliation,2
humility,5
humorous,2
humour,34
humoured,2
hundred,9
hunsford,26
hunt,2
hurried,2
hurry,22
hurst,33
hursts,1
hurt,7
husband,56
hush,1
hypocrisy,1
hypocritical,2
hypothesi,1
hysteric,1
i,2098
idea,64
idealism,1
identical,1
idle,8
idleness,2
if,366
ignorance,8
ignorant,16
ii,1
iii,1
ill,79
illiberal,1
illiterate,1
illness,2
illustration,167
illustrious,1
imaginable,2
imaginary,5
imagination,5
imagine,32
imitate,2
imitation,2
immediate,13
immediately,61
immensely,1
immoral,1
immortal,1
immovable,2
impart,1
impartial,3
impartiality,1
impassable,1
impatience,10
impatient,8
impatiently,5
impel,1
impenetrably,2
imperfection,1
imperfectly,1
imperishable,1
impertinence,8
impertinent,6
impetuous,1
implacability,1
implacable,1
implicit,1
implicitness,1
implied,1
imply,2
impolitic,1
importance,27
important,10
importing,1
importune,2
impose,7
impossible,47
impress,3
impression,9
impressive,1
improbable,7
improper,2
impropriety,7
improve,11
improved,1
improvement,10
imprudence,10
imprudent,11
impudence,2
impudent,2
impulse,5
impunity,1
impurity,1
impute,6
in,1991
inadequate,1
inattention,2
inattentive,2
incapable,9
incautiously,1
incense,2
incessant,1
incessantly,2
inch,1
incident,1
incivility,3
inclination,23
incline,9
inclined,2
include,5
income,11
incomparable,1
incomprehensible,2
inconceivable,1
inconsiderable,1
inconsistency,3
inconstancy,1
inconvenience,8
inconvenient,4
increase,28
incredible,3
incredulity,3
incredulous,3
incumbent,4
incur,2
indebted,8
indecision,1
indecorum,1
indeed,100
indefinite,1
indelicacy,2
indelicate,1
independence,6
independent,2
independently,1
indicate,1
indifference,17
indifferent,16
indignant,2
indignation,8
indignity,2
indirect,2
indiscreet,1
indispensably,1
indispose,2
indistinctly,1
individual,2
individually,1
indolence,2
indolent,1
induce,6
inducement,6
indulge,7
indulged,1
indulgence,6
indulgent,1
industriously,1
ineffable,1
ineffectual,1
inestimable,1
inevitable,3
inevitably,1
inexhaustible,1
inexpressible,1
inexpressibly,1
infamous,4
