JobID           JobName  Partition    Account  AllocCPUS      State ExitCode 
10323538           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323538.ba+      batch                ds2002          1  COMPLETED      0:0 
10323544           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323544.ba+      batch                ds2002          1  COMPLETED      0:0 
10323545           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323545.ba+      batch                ds2002          1  COMPLETED      0:0 
10323549           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323549.ba+      batch                ds2002          1  COMPLETED      0:0 
10323550           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323550.ba+      batch                ds2002          1  COMPLETED      0:0 
10323553           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323553.ba+      batch                ds2002          1  COMPLETED      0:0 
10323559           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323559.ba+      batch                ds2002          1  COMPLETED      0:0 
10323562           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323562.ba+      batch                ds2002          1  COMPLETED      0:0 
10323566           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323566.ba+      batch                ds2002          1  COMPLETED      0:0 
10323568           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323568.ba+      batch                ds2002          1  COMPLETED      0:0 
10323571           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323571.ba+      batch                ds2002          1  COMPLETED      0:0 
10323582           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323582.ba+      batch                ds2002          1  COMPLETED      0:0 
10323584           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323584.ba+      batch                ds2002          1  COMPLETED      0:0 
10323587           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323587.ba+      batch                ds2002          1  COMPLETED      0:0 
10323592           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323592.ba+      batch                ds2002          1  COMPLETED      0:0 
10323593           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323593.ba+      batch                ds2002          1  COMPLETED      0:0 
10323595           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323595.ba+      batch                ds2002          1  COMPLETED      0:0 
10323596           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323596.ba+      batch                ds2002          1  COMPLETED      0:0 
10323597           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323597.ba+      batch                ds2002          1  COMPLETED      0:0 
10323599           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323599.ba+      batch                ds2002          1  COMPLETED      0:0 
10323602           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323602.ba+      batch                ds2002          1  COMPLETED      0:0 
10323603           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323603.ba+      batch                ds2002          1  COMPLETED      0:0 
10323606           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323606.ba+      batch                ds2002          1  COMPLETED      0:0 
10323607           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323607.ba+      batch                ds2002          1  COMPLETED      0:0 
10323617           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323617.ba+      batch                ds2002          1  COMPLETED      0:0 
10323618           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323618.ba+      batch                ds2002          1  COMPLETED      0:0 
10323629           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323629.ba+      batch                ds2002          1  COMPLETED      0:0 
10323631           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323631.ba+      batch                ds2002          1  COMPLETED      0:0 
10323633           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323633.ba+      batch                ds2002          1  COMPLETED      0:0 
10323636           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323636.ba+      batch                ds2002          1  COMPLETED      0:0 
10323637           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323637.ba+      batch                ds2002          1  COMPLETED      0:0 
10323641           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323641.ba+      batch                ds2002          1  COMPLETED      0:0 
10323642           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323642.ba+      batch                ds2002          1  COMPLETED      0:0 
10323644           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323644.ba+      batch                ds2002          1  COMPLETED      0:0 
10323646           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323646.ba+      batch                ds2002          1  COMPLETED      0:0 
10323651           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323651.ba+      batch                ds2002          1  COMPLETED      0:0 
10323654           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323654.ba+      batch                ds2002          1  COMPLETED      0:0 
10323659           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323659.ba+      batch                ds2002          1  COMPLETED      0:0 
10323661           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323661.ba+      batch                ds2002          1  COMPLETED      0:0 
10323663           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323663.ba+      batch                ds2002          1  COMPLETED      0:0 
10323667           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323667.ba+      batch                ds2002          1  COMPLETED      0:0 
10323671           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323671.ba+      batch                ds2002          1  COMPLETED      0:0 
10323672           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323672.ba+      batch                ds2002          1  COMPLETED      0:0 
10323678           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323678.ba+      batch                ds2002          1  COMPLETED      0:0 
10323680           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323680.ba+      batch                ds2002          1  COMPLETED      0:0 
10323686           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323686.ba+      batch                ds2002          1  COMPLETED      0:0 
10323695           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323695.ba+      batch                ds2002          1  COMPLETED      0:0 
10323697           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323697.ba+      batch                ds2002          1  COMPLETED      0:0 
10323701           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323701.ba+      batch                ds2002          1  COMPLETED      0:0 
10323703           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323703.ba+      batch                ds2002          1  COMPLETED      0:0 
10323706           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323706.ba+      batch                ds2002          1  COMPLETED      0:0 
10323709           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323709.ba+      batch                ds2002          1  COMPLETED      0:0 
10323712           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323712.ba+      batch                ds2002          1  COMPLETED      0:0 
10323715           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323715.ba+      batch                ds2002          1  COMPLETED      0:0 
10323716           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323716.ba+      batch                ds2002          1  COMPLETED      0:0 
10323717           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323717.ba+      batch                ds2002          1  COMPLETED      0:0 
10323721           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323721.ba+      batch                ds2002          1  COMPLETED      0:0 
10323725           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323725.ba+      batch                ds2002          1  COMPLETED      0:0 
10323727           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323727.ba+      batch                ds2002          1  COMPLETED      0:0 
10323731           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323731.ba+      batch                ds2002          1  COMPLETED      0:0 
10323733           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323733.ba+      batch                ds2002          1  COMPLETED      0:0 
10323736           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323736.ba+      batch                ds2002          1  COMPLETED      0:0 
10323738           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323738.ba+      batch                ds2002          1  COMPLETED      0:0 
10323742           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323742.ba+      batch                ds2002          1  COMPLETED      0:0 
10323744           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323744.ba+      batch                ds2002          1  COMPLETED      0:0 
10323747           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323747.ba+      batch                ds2002          1  COMPLETED      0:0 
10323752           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323752.ba+      batch                ds2002          1  COMPLETED      0:0 
10323755           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323755.ba+      batch                ds2002          1  COMPLETED      0:0 
10323756           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323756.ba+      batch                ds2002          1  COMPLETED      0:0 
10323757           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323757.ba+      batch                ds2002          1  COMPLETED      0:0 
10323801           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323801.ba+      batch                ds2002          1  COMPLETED      0:0 
10323805           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323805.ba+      batch                ds2002          1  COMPLETED      0:0 
10323808           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323808.ba+      batch                ds2002          1  COMPLETED      0:0 
10323814           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323814.ba+      batch                ds2002          1  COMPLETED      0:0 
10323815           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323815.ba+      batch                ds2002          1  COMPLETED      0:0 
10323817           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323817.ba+      batch                ds2002          1  COMPLETED      0:0 
10323820           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323820.ba+      batch                ds2002          1  COMPLETED      0:0 
10323822           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323822.ba+      batch                ds2002          1  COMPLETED      0:0 
10323836           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323836.ba+      batch                ds2002          1  COMPLETED      0:0 
10323839           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323839.ba+      batch                ds2002          1  COMPLETED      0:0 
10323841           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323841.ba+      batch                ds2002          1  COMPLETED      0:0 
10323842           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323842.ba+      batch                ds2002          1  COMPLETED      0:0 
10323843           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323843.ba+      batch                ds2002          1  COMPLETED      0:0 
10323845           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323845.ba+      batch                ds2002          1  COMPLETED      0:0 
10323847           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323847.ba+      batch                ds2002          1  COMPLETED      0:0 
10323852           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323852.ba+      batch                ds2002          1  COMPLETED      0:0 
10323855           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323855.ba+      batch                ds2002          1  COMPLETED      0:0 
10323858           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323858.ba+      batch                ds2002          1  COMPLETED      0:0 
10323867           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323867.ba+      batch                ds2002          1  COMPLETED      0:0 
10323870           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323870.ba+      batch                ds2002          1  COMPLETED      0:0 
10323872           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323872.ba+      batch                ds2002          1  COMPLETED      0:0 
10323875           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323875.ba+      batch                ds2002          1  COMPLETED      0:0 
10323878           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323878.ba+      batch                ds2002          1  COMPLETED      0:0 
10323889           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323889.ba+      batch                ds2002          1  COMPLETED      0:0 
10323907           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323907.ba+      batch                ds2002          1  COMPLETED      0:0 
10323909           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323909.ba+      batch                ds2002          1  COMPLETED      0:0 
10323916           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323916.ba+      batch                ds2002          1  COMPLETED      0:0 
10323966           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323966.ba+      batch                ds2002          1  COMPLETED      0:0 
10323970           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10323970.ba+      batch                ds2002          1  COMPLETED      0:0 
10324004           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324004.ba+      batch                ds2002          1  COMPLETED      0:0 
10324012           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324012.ba+      batch                ds2002          1  COMPLETED      0:0 
10324028           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324028.ba+      batch                ds2002          1  COMPLETED      0:0 
10324035           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324035.ba+      batch                ds2002          1  COMPLETED      0:0 
10324038           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324038.ba+      batch                ds2002          1  COMPLETED      0:0 
10324047           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324047.ba+      batch                ds2002          1  COMPLETED      0:0 
10324052           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324052.ba+      batch                ds2002          1  COMPLETED      0:0 
10324054           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324054.ba+      batch                ds2002          1  COMPLETED      0:0 
10324064           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324064.ba+      batch                ds2002          1  COMPLETED      0:0 
10324075           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324075.ba+      batch                ds2002          1  COMPLETED      0:0 
10324083           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324083.ba+      batch                ds2002          1  COMPLETED      0:0 
10324089           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324089.ba+      batch                ds2002          1  COMPLETED      0:0 
10324093           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324093.ba+      batch                ds2002          1  COMPLETED      0:0 
10324100           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324100.ba+      batch                ds2002          1  COMPLETED      0:0 
10324103           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324103.ba+      batch                ds2002          1  COMPLETED      0:0 
10324107           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324107.ba+      batch                ds2002          1  COMPLETED      0:0 
10324110           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324110.ba+      batch                ds2002          1  COMPLETED      0:0 
10324118           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324118.ba+      batch                ds2002          1  COMPLETED      0:0 
10324124           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324124.ba+      batch                ds2002          1  COMPLETED      0:0 
10324125           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324125.ba+      batch                ds2002          1  COMPLETED      0:0 
10324129           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324129.ba+      batch                ds2002          1  COMPLETED      0:0 
10324134           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324134.ba+      batch                ds2002          1  COMPLETED      0:0 
10324139           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324139.ba+      batch                ds2002          1  COMPLETED      0:0 
10324144           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324144.ba+      batch                ds2002          1  COMPLETED      0:0 
10324146           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324146.ba+      batch                ds2002          1  COMPLETED      0:0 
10324152           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324152.ba+      batch                ds2002          1  COMPLETED      0:0 
10324156           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324156.ba+      batch                ds2002          1  COMPLETED      0:0 
10324158           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324158.ba+      batch                ds2002          1  COMPLETED      0:0 
10324163           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324163.ba+      batch                ds2002          1  COMPLETED      0:0 
10324174           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324174.ba+      batch                ds2002          1  COMPLETED      0:0 
10324179           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324179.ba+      batch                ds2002          1  COMPLETED      0:0 
10324182           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324182.ba+      batch                ds2002          1  COMPLETED      0:0 
10324190           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324190.ba+      batch                ds2002          1  COMPLETED      0:0 
10324195           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324195.ba+      batch                ds2002          1  COMPLETED      0:0 
10324198           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324198.ba+      batch                ds2002          1  COMPLETED      0:0 
10324202           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324202.ba+      batch                ds2002          1  COMPLETED      0:0 
10324205           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324205.ba+      batch                ds2002          1  COMPLETED      0:0 
10324213           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324213.ba+      batch                ds2002          1  COMPLETED      0:0 
10324219           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324219.ba+      batch                ds2002          1  COMPLETED      0:0 
10324241           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324241.ba+      batch                ds2002          1  COMPLETED      0:0 
10324249           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324249.ba+      batch                ds2002          1  COMPLETED      0:0 
10324256           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324256.ba+      batch                ds2002          1  COMPLETED      0:0 
10324260           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324260.ba+      batch                ds2002          1  COMPLETED      0:0 
10324268           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324268.ba+      batch                ds2002          1  COMPLETED      0:0 
10324320           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324320.ba+      batch                ds2002          1  COMPLETED      0:0 
10324393           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324393.ba+      batch                ds2002          1  COMPLETED      0:0 
10324441           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324441.ba+      batch                ds2002          1  COMPLETED      0:0 
10324446           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324446.ba+      batch                ds2002          1  COMPLETED      0:0 
10324453           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324453.ba+      batch                ds2002          1  COMPLETED      0:0 
10324464           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324464.ba+      batch                ds2002          1  COMPLETED      0:0 
10324479           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324479.ba+      batch                ds2002          1  COMPLETED      0:0 
10324488           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324488.ba+      batch                ds2002          1  COMPLETED      0:0 
10324492           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324492.ba+      batch                ds2002          1  COMPLETED      0:0 
10324499           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324499.ba+      batch                ds2002          1  COMPLETED      0:0 
10324501           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324501.ba+      batch                ds2002          1  COMPLETED      0:0 
10324510           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324510.ba+      batch                ds2002          1  COMPLETED      0:0 
10324518           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324518.ba+      batch                ds2002          1  COMPLETED      0:0 
10324584           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324584.ba+      batch                ds2002          1  COMPLETED      0:0 
10324592           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324592.ba+      batch                ds2002          1  COMPLETED      0:0 
10324603           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324603.ba+      batch                ds2002          1  COMPLETED      0:0 
10324666           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324666.ba+      batch                ds2002          1  COMPLETED      0:0 
10324674           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324674.ba+      batch                ds2002          1  COMPLETED      0:0 
10324706           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324706.ba+      batch                ds2002          1  COMPLETED      0:0 
10324712           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324712.ba+      batch                ds2002          1  COMPLETED      0:0 
10324715           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324715.ba+      batch                ds2002          1  COMPLETED      0:0 
10324727           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324727.ba+      batch                ds2002          1  COMPLETED      0:0 
10324729           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324729.ba+      batch                ds2002          1  COMPLETED      0:0 
10324731           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324731.ba+      batch                ds2002          1  COMPLETED      0:0 
10324736           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324736.ba+      batch                ds2002          1  COMPLETED      0:0 
10324739           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324739.ba+      batch                ds2002          1  COMPLETED      0:0 
10324742           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324742.ba+      batch                ds2002          1  COMPLETED      0:0 
10324749           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324749.ba+      batch                ds2002          1  COMPLETED      0:0 
10324753           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324753.ba+      batch                ds2002          1  COMPLETED      0:0 
10324758           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324758.ba+      batch                ds2002          1  COMPLETED      0:0 
10324763           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324763.ba+      batch                ds2002          1  COMPLETED      0:0 
10324771           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324771.ba+      batch                ds2002          1  COMPLETED      0:0 
10324773           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324773.ba+      batch                ds2002          1  COMPLETED      0:0 
10324776           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324776.ba+      batch                ds2002          1  COMPLETED      0:0 
10324784           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324784.ba+      batch                ds2002          1  COMPLETED      0:0 
10324792           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324792.ba+      batch                ds2002          1  COMPLETED      0:0 
10324797           lab7 standard-+     ds2002          1  COMPLETED      0:0 
10324797.ba+      batch                ds2002          1  COMPLETED      0:0 
