word,count
back,266
background,2
backsheesh,2
bacon,1
bad,57
bade,1
badinage,1
badly,1
baffle,6
bag,33
bagful,1
baggage,1
baggy,1
bah,2
bairn,1
balance,7
balcony,2
baleful,1
ballast,1
ballet,1
balm,1
ban,1
band,12
bandage,1
baneful,1
banish,1
bank,12
banker,1
banking,2
banquet,2
baptism,3
bar,9
barbarian,1
bare,6
barely,2
bargaining,1
bark,6
barking,2
barometrical,1
barrel,1
barren,4
bartel,1
base,4
basely,1
basement,1
basilisk,1
basin,1
basis,1
basket,4
bat,17
batch,3
bath,7
bathe,1
baton,1
batten,1
battle,6
battlement,3
bauble,1
bay,7
baying,1
be,6446
beach,1
beacon,1
bead,4
beaky,1
beam,3
bean,2
bear,32
bearable,1
beard,3
bearer,1
bearing,4
beast,7
beasts,1
beat,31
beating,5
beautiful,32
beautifully,2
beauty,18
because,54
beckon,4
become,80
bed,91
bedroom,5
bedside,5
bee,2
beech,1
beef,1
beer,3
beetle,1
beetling,1
befall,2
befool,1
before,276
beforehand,2
befriend,2
beg,4
beggar,2
begin,185
beginnin,1
beginning,7
begone,1
begotten,1
behalf,2
behave,4
behaved,1
behind,52
behold,1
bein,2
being,2
belderin,1
belie,1
belief,22
believe,82
bell,12
bellow,2
belly,3
belong,4
belonging,3
beloved,7
below,22
belt,6
bench,2
bend,9
bending,4
beneath,3
beneficent,3
beneficial,1
benefit,1
benign,1
benignly,1
bent,18
berkeley,5
bermondsey,4
berserker,2
bersicker,9
beseech,1
beset,5
beside,33
besides,15
best,51
bestow,1
bestrew,1
bethink,1
bethnal,2
bethought,1
betray,9
better,2
between,74
beuk,1
beware,1
bewilder,5
bewildered,1
bewildering,1
beyond,24
beyont,1
bicyclist,1
bid,6
bidding,4
bier,2
big,48
bigamist,1
bilder,6
bill,1
billington,9
billreuth,1
bind,5
binding,1
birch,1
bird,12
birth,1
birthday,1
biscay,1
biscuit,1
bishop,1
bistritz,12
bistritza,6
bit,22
bite,6
bitter,21
bitterly,1
bitterness,1
bizarre,1
black,36
blackness,4
blacksmith,1
blade,3
blame,3
blandly,1
blank,7
blanket,3
blast,4
blawin,1
blaze,9
blazing,1
bleat,1
bleating,1
bleb,1
bleed,7
bleeding,1
bless,27
blessed,2
blessing,7
blest,1
blew,2
blind,22
blindfold,2
blink,2
blissful,1
bloat,4
bloated,2
bloke,1
blood,115
bloodedness,1
bloodless,1
bloodstained,1
bloody,5
bloofer,8
bloom,6
bloomin,8
blossom,2
blot,7
blotch,1
blow,24
blowfly,1
blowin,1
blowing,2
blown,1
bloxam,5
blue,15
bluff,1
blunder,1
blunt,1
blurt,1
blush,8
blyme,1
board,23
boast,1
boat,27
bob,1
body,63
bog,1
bogles,1
boh,1
boil,1
boiler,1
bold,3
boldly,3
bolt,16
bond,1
bone,11
book,50
boom,2
booming,1
boon,3
boot,4
booze,2
border,1
bore,9
borealis,1
borgo,11
born,1
borne,1
borrow,1
bosom,5
bosphorus,2
botany,1
both,87
bother,2
bottle,7
bottom,3
boudoir,2
bough,2
boulder,2
bound,11
bountiful,1
bow,28
bowie,3
bowl,1
box,118
boxful,1
boy,17
brace,5
bracket,1
bradshaw,1
brain,65
braithwaite,1
bram,2
branch,6
brandy,10
brass,2
brave,34
bravely,4
bravery,2
bravest,1
braw,1
bread,1
breadth,2
break,60
breakable,1
breakfast,28
breaking,2
breast,23
breath,21
breathe,19
breathes,1
breathing,13
breathless,2
breathlessly,3
breed,6
breeze,4
bribery,1
bride,4
bridge,5
brief,2
briefly,1
brigand,1
bright,25
brighten,6
brighter,1
brightly,4
brilliant,5
brilliantly,1
bring,76
bringin,1
bringing,2
brings,1
briskly,1
bristle,2
british,4
broach,1
broad,12
broaden,2
broke,2
broken,19
brood,5
brook,3
brool,1
brother,6
brought,1
brow,8
brown,5
brows,1
bruise,2
brush,6
brusquely,1
brutally,2
brute,9
bubble,1
bucharest,2
buckle,2
buda,6
budget,1
buffet,1
buffeting,3
build,7
builder,1
building,8
bukovina,8
bulgar,1
bulge,1
bulky,2
bull,1
bullet,3
bully,1
bullying,1
bulwark,1
bump,1
bunch,6
bundle,7
bunk,1
buoy,1
buoyancy,1
burden,5
burdon,1
burgen,1
burger,1
burglar,1
burglary,2
burial,5
buried,2
burly,1
burn,18
burning,2
burnt,2
burst,10
bursting,1
bury,10
bus,1
bush,2
bushy,5
business,22
businesslike,1
bust,1
bustle,1
bustling,1
busy,8
but,1071
butch,1
butcher,2
butchery,1
butt,1
butterfly,1
buy,10
buzz,7
by,518
bye,20
byeway,1
bygone,1
byron,1
c,2
cab,5
cabin,2
cabman,2
cackle,1
caffin,1
caffyn,1
cage,5
cake,2
calculate,2
calculation,1
calf,2
call,113
callin,1
callous,2
calm,23
calmer,1
calmly,7
calmness,4
camp,2
campaign,3
can,408
candle,7
candy,5
canine,4
canniness,1
cannot,86
canny,1
canon,1
canvas,1
cap,3
cape,2
capital,2
capstan,1
captain,24
capture,2
carafe,2
card,2
cardinal,1
care,57
career,1
careful,17
carefully,19
careless,2
caress,1
carfax,24
cargo,5
caricaturist,1
carnal,2
carnival,1
carnivora,1
carpathian,2
carpathians,9
carpenter,1
carpet,1
carriage,22
carrier,6
carrion,1
carry,45
cart,17
carter,6
cartload,1
cartwheel,1
carve,1
carving,1
casabianca,1
case,80
casement,2
cash,1
casing,1
casino,1
cassova,1
cast,4
castle,53
casually,1
casualty,1
cat,17
catch,36
catching,1
category,1
cathedral,3
cattle,2
cause,55
caution,5
cautiously,3
cavern,1
caw,2
cease,14
ceaselessly,1
ceasing,1
celebrate,1
celerity,1
cell,1
cellar,2
census,1
centaur,1
central,2
centre,9
centrifugal,1
centripetal,1
century,25
cerebral,2
cerebration,2
cerement,1
ceremony,1
certain,38
certainly,26
certainty,2
certificate,3
certify,1
certing,1
cessation,1
chafe,1
chaff,1
chaffin,1
chafts,1
chagrin,1
chain,12
chair,14
chalkily,1
chamber,7
champ,6
champion,1
chance,44
change,61
channel,1
chap,3
chapel,18
chaplain,2
chaplet,1
chapter,58
char,2
character,1
characteristic,2
charcot,2
charge,11
charm,6
charming,1
charter,1
chase,2
chasm,1
chat,6
chatham,1
chatter,1
cheap,1
check,6
cheek,22
cheer,11
cheerful,15
cheerfully,8
cheerfulness,5
cheerily,2
cheerless,1
cheery,3
cheese,1
chemical,1
cheque,4
cherry,1
chersonese,1
chess,1
chest,9
chew,1
chick,1
chicken,4
chicksand,1
chief,3
chiefly,1
child,98
childish,1
chill,13
chimney,3
chin,7
china,3
chink,4
chirp,1
chivalrous,1
chivvin,1
chloral,2
choice,4
choke,6
choked,1
choking,1
choky,1
choose,19
chop,2
choppy,1
chord,1
chorus,2
chosen,2
christian,1
chronological,2
chuck,1
chunk,1
church,16
churchman,1
churchyard,30
churn,1
cicatrise,1
cigar,5
cigarette,1
cike,1
circle,15
circular,1
circumstance,13
circus,1
city,6
civilian,1
civility,1
civilly,1
clad,5
claim,8
clammy,1
clamp,1
clang,2
clanging,1
clanking,1
clap,1
clarion,1
clasp,7
class,7
classification,1
classify,1
clatter,1
claw,2
clay,3
clean,7
cleanse,1
clear,26
clearin,1
clearly,3
cleave,1
cleft,1
cleg,1
clerk,5
clever,17
cleverest,1
click,2
client,5
cliff,27
climb,5
cling,4
clinging,1
cloak,2
clock,56
clog,1
close,124
closed,3
closely,5
closer,7
closing,3
clot,1
cloth,1
clothes,14
clothing,2
cloud,30
cloudiness,1
clouds,2
cloudy,1
clue,23
clump,3
clumsiness,1
clumsy,2
clung,5
cluster,3
clutch,7
co,4
coach,12
coachman,3
coal,4
coarse,1
coast,4
coastguard,10
coasting,1
coat,10
coax,1
cobble,1
cock,4
coeval,1
coffee,3
coffin,43
coherent,1
coherently,1
coil,1
coin,1
coincidence,1
cold,45
colder,3
collapse,4
collar,2
collate,1
collision,1
colony,1
colossal,1
colour,21
coloured,2
column,2
coma,1
comatose,1
comb,1
combination,5
come,801
comedy,1
comer,1
comfort,43
comfortable,11
comforting,1
comic,1
comically,1
comin,8
coming,2
command,21
commence,2
comment,2
commercial,1
commit,3
committee,1
common,23
commonly,1
communicate,3
communication,2
communicative,1
community,1
compact,1
companion,11
companionship,1
company,6
comparative,2
comparatively,1
compare,6
compass,1
compel,5
complain,2
complaint,2
complete,23
completely,3
completion,1
complexion,1
compliance,1
complication,1
compliment,1
compose,5
comprehend,3
comprehensive,1
compunction,1
conceal,4
concealment,6
conceivable,1
conceive,1
concentrate,2
concentrated,1
concentration,3
concern,16
concerned,1
concession,1
conclude,1
conclusion,16
concrete,1
concussion,2
condemn,2
condescend,2
condition,21
conduct,3
conductor,1
confer,2
conference,1
confess,3
confide,4
confidence,15
confident,1
confidential,1
confidently,1
confine,7
confirm,1
confirmation,2
confortable,1
confuse,1
confused,2
confusion,1
congeal,1
congenitally,1
conjecture,1
conjointly,1
conjunction,1
connect,3
connected,1
connection,4
conquer,2
conqueror,1
conquistador,1
consate,1
consated,1
conscience,4
conscious,11
consciousness,4
consensus,1
consent,7
consequence,3
consequent,2
consequently,1
consider,9
considerable,10
considerably,1
considerate,1
consideration,2
consign,3
consignee,1
consignment,3
consolation,3
conspicuously,1
constable,2
constant,3
constantly,2
consternation,2
constitutional,1
constrained,1
constraint,1
consul,9
consulate,1
consult,15
consultation,1
consume,4
contact,2
contain,12
contemplate,2
contemporary,1
contempt,2
contemptuous,2
contend,1
content,14
contingency,1
contingent,1
continue,16
continuity,1
continuous,2
contortion,1
contract,2
contradict,1
contrary,1
contrast,2
contravention,1
control,7
convenient,1
conveniently,1
conventional,2
converge,3
conversation,11
convey,6
conveyance,1
conviction,9
convince,6
convulse,2
convulsively,2
cook,3
cool,6
cope,3
copper,1
copy,15
coquetry,1
coquettishly,1
corcoran,2
cord,3
cordage,1
core,1
cork,1
cormorant,1
corn,7
corner,28
coroner,2
corporeal,2
corpse,5
correct,8
correspondence,1
correspondent,7
corridor,5
corroborate,1
corrupt,1
corruption,2
cort,1
costliest,1
cosy,1
cottage,1
couch,3
cough,1
could,492
couldn,16
council,2
counsel,6
count,200
countenance,1
counter,1
counteractent,1
countermand,1
countermine,1
counterpane,1
countless,1
country,26
county,1
couple,7
courage,17
course,42
court,8
courteous,7
courteously,1
courtesy,5
courtliness,1
courtly,5
courtyard,10
coutts,1
cover,25
coverlet,1
cow,2
coward,3
cowboy,1
cower,7
cp,1
crack,8
cracking,3
crackle,1
craft,2
crag,1
crammle,1
crane,1
cranny,3
crants,1
crash,7
crave,1
craving,1
crawl,3
crazy,1
creak,8
creaking,5
creaky,1
create,4
creation,2
creature,9
credential,1
credit,3
creed,1
creep,7
creeping,1
crept,1
crescent,6
crest,2
crevice,2
crew,11
cricket,1
crime,5
criminal,10
crimson,3
cringe,2
crisis,1
crisp,1
critically,1
criticism,1
crony,2
crook,1
crop,1
cross,37
crossing,3
crouch,2
crow,5
crowd,13
crowded,1
crowds,1
crown,3
crucifix,20
cruel,5
cruelly,1
cruelty,2
crumb,1
crumble,3
crush,5
crushable,1
crushed,1
crux,1
cry,70
crystal,1
cszeks,2
cudgel,1
culverin,1
cumbrous,1
cumulative,1
cunning,11
cup,7
cupboard,1
curate,2
curdle,1
cure,5
cured,1
curiosity,5
curious,9
curl,2
curly,3
currency,1
current,2
curse,8
cursory,1
curtain,3
curtainless,1
curve,6
cussin,1
custom,11
customary,1
cut,39
cuttin,1
cutting,1
cylinder,7
cypress,1
d,26
dacians,1
dad,1
daffled,1
daily,5
dailygraph,3
dainty,1
dam,2
damage,1
dame,1
damn,1
damned,1
damp,3
damply,1
dance,5
dane,1
danger,41
dangerous,11
dangerously,1
dank,4
danube,10
dardanelles,5
dare,35
daresay,4
dark,77
darken,1
darkly,2
darkness,25
darling,11
dart,1
dash,10
data,2
date,11
daub,1
daughter,8
dawdle,1
dawn,28
day,276
daylight,8
daytime,4
daze,5
dazzle,3
de,2
dead,110
deaden,1
deadly,10
deal,28
dealing,1
dear,238
dearest,2
dearly,1
deary,3
death,95
deathly,4
debase,1
debauch,1
decanter,5
decay,3
decease,1
deceive,14
decent,3
decently,1
decide,15
decision,3
deck,16
declare,1
decoction,1
decorum,1
decoy,1
deed,5
deeds,1
deem,4
deep,37
deepen,2
deeper,4
deeply,2
deer,1
defame,1
default,1
defeat,4
defect,1
deference,1
defibrinate,1
deficiency,1
define,1
definite,4
definitely,2
deftly,1
defy,1
degree,6
deign,2
deil,5
deity,1
delay,22
delegated,1
deliberate,1
deliberately,2
deliberation,1
delicacy,1
delicate,4
delicious,1
delight,4
delighted,1
delightful,3
delirium,1
deliver,5
delivered,1
delivery,3
delusion,2
demand,1
demeanour,1
demeter,1
demon,5
demoniac,1
demonstrative,1
demoralise,1
demoralised,1
demur,2
demurely,1
den,1
denial,1
denn,1
dense,1
dent,1
deny,7
depart,5
department,2
departure,1
depend,3
depite,2
depity,1
deplore,1
deposit,3
depressed,1
depression,1
deprive,1
depth,5
depths,1
deputy,1
derby,1
derelict,4
derogatory,1
descend,9
descendant,1
descent,1
describe,13
description,6
descriptive,1
desdemona,1
desecrate,1
desecration,2
desert,9
deserted,3
deserve,4
design,2
designate,1
desire,14
desolate,4
desolation,3
despair,18
despairing,2
despairingly,1
despatch,3
desperate,10
desperately,2
despicable,1
despise,2
despite,2
despondently,1
dessay,1
destination,3
destined,1
destiny,2
destroy,28
destruction,5
detail,14
detain,2
detained,1
detect,2
determination,3
determine,16
determined,1
detrimentally,1
deux,1
develop,1
developed,1
development,2
deviate,1
device,2
devil,21
devilish,2
devote,1
devoted,1
devotedly,1
devotion,7
devour,2
devouring,1
devoutly,1
dexterity,1
diabolic,1
diabolical,6
diabolically,1
diagnose,1
diagnosis,1
diagram,1
dialect,1
diamond,2
diary,116
dictation,1
dictatorial,1
dictionary,1
didn,25
die,78
diet,1
differ,1
difference,7
different,22
differentiate,1
differently,1
difficult,9
difficulty,26
diffuse,2
dig,3
digital,1
dignity,4
digression,1
dilapidated,1
dilemma,1
diligence,3
dim,13
diminish,3
dimly,2
dimness,1
din,7
dine,2
dining,13
dinner,32
dint,1
diorama,1
dip,7
dire,2
direct,14
direction,11
directly,3
directory,2
dirty,4
disagree,1
disagreeable,1
disappear,18
disappearance,1
disappears,1
disappoint,1
disappointed,1
disappointment,3
disarray,1
disastrous,1
disbelief,1
disbelieve,1
disc,2
discharge,3
disclose,2
discolour,1
disconcert,1
discontent,1
discord,1
discourse,1
discover,10
discovery,7
discreet,1
discreetly,2
discretion,1
discuss,7
discussion,5
disdain,1
disease,12
disfavour,1
disgorge,1
disguise,3
disgust,2
disgusting,1
dish,3
dishevelled,1
dishonour,6
dishonourable,1
dismay,2
dismiss,1
disobey,1
disorder,1
disordered,1
dispel,2
dispirit,1
display,5
displease,1
disposal,5
disposition,6
disraeli,1
dissatisfy,1
dissipate,1
dissociate,1
dissolution,2
dissolve,1
distance,16
distant,9
distil,1
distinct,1
distinction,2
distinctly,4
distinguish,3
distort,3
distorted,2
distract,3
distraction,1
distress,9
distressed,2
distribute,2
distribution,2
district,1
distrust,3
distrustful,1
disturb,18
disturbance,4
disturbed,4
disuse,2
ditherin,1
dive,1
diver,1
divert,1
divide,2
divination,1
division,1
dizzy,5
do,992
doctor,37
doctrine,1
document,2
doer,1
doesn,10
dog,54
dogged,2
doggedly,1
doin,1
doings,4
domed,1
dominance,2
dominant,1
domine,1
don,86
donelson,2
donkey,1
dooal,1
doolittle,2
doom,11
door,213
doorway,3
dose,1
dot,2
double,12
doubly,1
doubt,51
doubtful,2
doubting,2
doubtless,15
dough,1
dove,1
dover,2
down,252
downcast,1
downfaces,1
downhill,1
downstairs,7
downward,4
downwards,3
dowps,1
doze,6
dozen,4
dozzened,1
dr,161
dracula,38
drag,7
drain,3
draught,6
draw,69
drawbridge,1
drawer,2
draweth,1
drawing,6
drawn,5
dray,1
dread,30
dreaded,2
dreadful,22
dreadfully,2
dreadul,1
dream,48
dreamily,1
dreaminess,1
dreaming,4
dreamless,1
dreamy,3
dreary,3
drench,1
dress,27
drew,1
drift,12
drink,14
drinkin,1
drip,2
drive,49
driven,2
driver,32
driving,1
droop,2
drooping,1
drop,15
drouth,1
drove,3
drown,4
drowse,1
drug,5
drunk,2
druv,1
dry,12
dual,1
duck,3
dudding,1
due,11
dull,4
duly,2
dun,1
dunno,1
duplicate,2
durability,1
durham,1
during,23
dusk,3
dust,29
dustiness,1
dusty,6
dutchman,3
dutiful,1
duty,41
dwell,1
dweller,1
dyin,1
dynasty,1
e,9
each,86
ead,3
eager,8
eagerly,4
eagerness,5
eagle,1
ear,40
eard,1
eared,1
earlier,4
early,40
earn,1
earnest,19
earnestly,2
earnestness,1
ears,2
earth,50
earthly,5
earthquake,1
earthwork,1
earthy,3
ease,11
easily,10
easiness,1
east,32
eastern,5
eastward,2
easy,18
eat,42
eaten,1
eater,2
eatin,1
ebb,2
ebook,3
eccentricity,1
echo,5
economy,1
ecstasy,1
eddy,1
edge,33
edition,1
educate,1
edward,1
efface,1
effect,33
effective,1
effort,45
egg,1
egoism,1
egoist,1
egotist,1
egotistical,1
eight,9
either,37
ejaculation,1
elaborate,1
elapse,2
elbow,5
elderly,3
electric,3
electrical,1
electricity,1
element,3
elemental,2
elementary,1
elephant,5
eleven,2
eleventh,1
eliminate,1
ell,1
ellen,1
elliot,1
elm,1
eloquent,1
elped,2
else,30
elsewhere,3
elude,1
em,2
emaciated,1
emanate,1
embark,1
embarrass,2
embarrassment,1
emblem,1
emblemship,1
embodiment,1
embolden,1
embrace,2
embrasure,2
embryo,1
emerald,1
emerge,5
emergency,2
eminence,1
eminently,1
emotion,13
emotional,2
emphasise,1
emphatic,1
empiric,1
empirically,2
employ,2
employer,4
employment,2
empower,1
emptiness,2
empty,28
enable,3
encamp,1
enclose,5
enclosed,1
enclosure,1
encompass,2
encounter,2
encourage,4
encouragement,1
encrust,2
end,87
endeavour,2
endless,10
endlessly,1
endorse,2
endorsement,1
endurance,2
endure,9
enemy,21
energetically,1
energy,14
enforcement,1
engage,10
engender,2
engine,3
england,11
english,17
englishman,1
engross,1
engulf,1
enhance,1
enigmatical,1
enigmatically,1
enjealous,1
enjoy,9
enjoyment,1
enkeen,1
enlargement,1
enlighten,2
enliven,1
enoch,3
enormous,1
enough,59
enrich,1
ensure,3
entailed,1
enter,57
enterprise,2
entertainment,1
enthral,1
enthusiasm,1
enthusiastically,1
entire,4
entirely,9
entitle,1
entity,1
entrance,7
entreat,2
entreaty,3
entrust,1
entry,14
enuch,2
envelop,2
envelope,14
environment,1
episode,2
equal,9
equality,1
equally,2
equilibrium,1
equip,3
equipment,2
ere,19
erect,2
err,3
errand,1
errant,1
error,5
escapade,1
escape,31
escaped,2
escaping,1
esk,4
especially,10
essay,1
essence,3
establishment,1
estate,6
esteem,2
estimate,1
etc,9
eternal,2
eternity,2
etiquette,2
etymology,1
europe,3
european,1
euthanasia,2
eve,1
even,250
evening,22
event,10
eventually,1
ever,137
everlasting,1
eversfield,1
everthing,1
every,81
everybody,4
everyone,2
everything,42
everywhere,5
evidence,17
evident,18
evidently,50
evil,26
evolution,1
exact,10
exactly,16
exactness,1
exalt,1
examination,9
examine,18
examines,1
example,4
exceed,3
excellent,14
excellently,1
except,38
exception,1
exceptional,2
excess,1
excessive,1
exchange,1
excitable,2
excite,8
excited,7
excitement,14
exciting,1
exclamation,4
exclusion,1
exclusive,1
excoose,2
excursion,1
excuse,9
executor,1
exercise,4
exert,3
exertion,3
exeter,17
exhale,2
exhaust,6
exhausted,2
exhaustion,2
exhibit,1
exigency,1
exist,3
existence,8
existent,2
existing,1
exit,3
exodus,1
expanse,3
expeckit,1
expect,43
expectation,5
expedition,3
expel,1
experience,44
experienced,1
experiment,5
experimental,1
experimentally,1
explain,16
explanation,4
explicit,1
explore,3
exploring,1
expose,4
expostulate,1
exposure,1
express,7
expression,11
expressive,1
exquisite,1
exquisitely,1
extend,2
extent,2
external,1
extra,1
extraordinary,9
extravagant,2
extreme,2
extremely,1
exult,1
exultation,1
exultingly,1
eye,208
eyebrow,6
eyebrows,3
eyed,3
eyelash,1
eyelid,5
eyes,3
eyesight,1
f,5
fable,1
fabric,1
fabulous,1
face,217
facility,1
facing,1
fact,47
factor,1
faculties,1
faculty,5
fad,1
fade,8
fail,24
failure,1
fain,1
faint,18
fainter,2
fainting,3
faintly,2
fair,26
fairly,7
faith,14
faithful,8
faithfully,3
fakir,2
fall,63
false,2
falter,5
familiar,1
family,3
famine,1
famished,1
fancy,16
fangled,2
far,117
faraway,1
farewell,4
farmer,1
farmhouse,3
farther,1
farthest,3
fascinating,2
fascination,4
fash,2
fashion,16
fashionable,1
fast,16
fasten,15
fastening,1
faster,2
fasting,1
fastness,1
fat,2
fatal,6
fatality,1
fate,6
fateful,1
father,26
fatherland,1
fathom,1
fatigue,1
fatted,1
fatten,1
faugh,2
fault,2
favour,7
favourable,1
favouring,1
favourite,6
fawn,2
fear,187
fearful,13
fearfully,1
fearless,1
feather,2
feature,4
fed,1
fee,5
feeble,4
feebly,1
feed,6
feedin,1
feel,95
feeling,29
feelings,1
fell,59
feller,1
fellow,59
fellows,1
felt,87
fenchurch,2
ferrier,1
fervour,3
fetch,3
fever,8
feverish,1
few,87
fez,1
field,6
fiend,3
fierce,16
fiercely,2
fierceness,1
fiercer,1
fifteen,1
fifty,8
fight,28
fightin,1
fighting,2
figure,34
file,3
fill,15
film,1
filthy,1
final,4
finality,1
finally,20
finance,1
find,270
fine,21
finger,27
finis,2
finish,26
finite,1
finland,1
fire,47
firefly,1
firelight,1
fireplace,4
firewood,1
firm,8
firmly,3
firs,1
first,136
fish,5
fisherman,2
fishing,6
fissure,1
fit,17
fitfully,1
fitter,1
five,19
fix,25
fixed,5
fixedly,4
fixin,1
flag,4
flagboat,1
flagged,1
flagging,1
flake,2
flame,29
flange,4
flannel,1
flap,5
flapped,1
flapping,7
flare,1
flash,6
flashing,1
flask,1
flat,3
flatter,1
flattering,1
flee,7
fleet,1
fleeting,1
flesh,14
flick,3
flicker,5
flickering,1
flinch,4
fling,6
flirt,2
flit,6
float,6
flock,1
flog,1
flood,6
flooding,1
floor,22
florida,1
flour,1
flourish,4
flow,3
flower,28
flowing,1
fluffy,1
flung,2
flurry,3
flush,5
flutter,1
fly,58
foam,5
focus,2
foe,3
fog,29
foil,1
fold,9
foliage,1
folk,7
follow,79
follower,1
following,4
folly,4
fond,3
fondly,1
