word,count
considerate,2
consideration,6
consisting,1
constant,1
construe,1
consume,1
contact,5
contain,4
content,3
continually,1
continue,6
continuously,1
contract,3
contractor,1
contrary,3
contrast,3
contribution,2
control,5
conversation,8
convert,2
convince,1
convinced,2
convulsive,1
cook,2
cooking,1
cool,1
cope,1
copious,1
copy,24
copying,2
copyright,26
copyrighted,1
corner,4
corporation,1
corpse,2
corrupt,1
cost,6
cosy,1
couch,17
cough,4
could,120
couldn,8
count,1
countless,1
country,6
couple,2
courage,1
course,16
courtesy,1
cover,13
crack,2
crash,1
crate,1
crawl,16
crawling,1
create,6
creation,1
credit,1
critical,1
cross,3
crouch,1
crucial,1
cry,7
curiosity,1
curious,2
current,3
curse,2
curtain,1
customer,1
cut,5
d,13
damage,10
damp,1
dampness,1
dance,1
danger,2
dare,6
dark,5
darkness,4
data,1
date,3
daughter,3
david,3
dawning,1
day,38
dead,3
deal,1
dear,1
death,3
debt,3
decayed,1
decide,5
decision,5
decisive,1
decisively,1
declare,2
deductible,1
deep,4
deeply,3
deepness,1
defect,4
defective,3
defend,1
definite,1
definitely,2
delay,4
deletion,1
delighted,1
demand,2
denude,1
depend,2
deranged,1
derivative,3
derive,2
describe,2
desk,9
despair,3
desperate,1
despite,11
destination,1
destroy,3
detach,1
detail,2
deterioration,1
determination,1
determine,2
devote,1
didn,11
die,1
different,8
differently,1
difficult,7
difficulty,4
diligence,1
diligently,1
dinner,4
dip,1
direct,3
direction,7
directly,3
dirt,2
dirty,1
disappear,7
disappoint,1
disappointment,2
discard,1
disclaim,1
disclaimer,4
disconcert,1
discontinue,1
discourtesy,1
discover,2
discovery,1
discuss,1
disgust,1
dish,8
dishevel,1
disk,1
dismiss,1
dismissal,1
displace,1
display,5
displayed,1
dissuade,2
distance,3
distinct,1
distinctly,1
distinguish,1
distract,1
distress,2
distribute,15
distributing,2
distribution,6
distributor,1
disturb,6
divide,1
dizziness,1
do,162
doctor,7
document,1
domain,2
dome,1
domed,1
dominate,1
don,12
donate,5
donation,16
donor,1
door,97
doorway,8
double,3
doubt,1
down,35
download,1
doze,1
drag,3
draught,1
draw,9
drawer,9
dream,4
dress,9
drink,2
drip,1
drive,8
drop,4
droplet,1
dry,3
dull,2
dully,1
dung,2
during,7
dust,3
dustbin,1
duty,2
e,23
each,18
ear,3
earlier,3
early,10
earn,9
earnest,1
earth,1
ease,1
easily,6
easy,11
eat,24
eating,1
ebook,14
ebooks,7
echo,1
edge,2
edition,5
educational,1
effect,2
effort,18
eight,2
ein,1
either,6
elastic,1
elderly,2
elect,1
electric,2
electronic,27
electronically,2
else,8
email,2
emerge,1
emergency,1
emotion,2
emphatically,1
employee,6
employer,4
empty,6
enable,1
encode,1
encourage,1
end,9
endearment,1
endless,1
endure,2
enemy,1
english,1
engross,1
enjoy,2
enormous,5
enough,20
enquiringly,1
enquiry,2
ensure,1
enter,6
entertain,3
entertaining,1
enthusiasm,1
enthusiastic,1
entire,4
entirely,4
entitle,1
entity,3
entomb,1
entrance,4
entrust,1
enunciate,1
envelop,1
enviable,1
equipment,4
errand,1
error,1
especially,13
establish,1
establishment,1
even,87
evening,17
event,1
eventually,2
ever,12
every,12
everyone,9
everything,29
everywhere,2
exact,1
exactly,4
exaggerated,1
examination,1
example,1
except,4
exceptionally,1
excessive,1
exchange,2
excited,1
excitedly,2
excitement,1
exclaim,1
exclusion,1
excusal,1
excuse,2
exempt,2
exhaust,2
exhaustion,1
exist,1
expect,9
expectation,1
expend,1
expense,4
experience,5
explain,6
explanation,7
export,1
express,2
expression,2
expressive,1
extent,1
extreme,1
extremely,3
eye,20
eyebrows,1
f,11
face,14
facility,1
fact,5
fail,4
failure,2
faint,3
faithful,1
fall,15
familiar,2
family,32
fancy,1
far,9
fashion,1
fast,3
father,102
favour,1
favourite,1
fear,2
feather,1
federal,2
fee,13
feeble,1
feeding,1
feel,21
feeling,2
fell,9
felt,15
fetch,4
few,12
fiery,1
fifteen,1
file,5
fill,5
filth,1
final,1
finally,10
finance,1
financial,1
find,22
finger,5
finish,8
firm,3
firmly,1
first,44
fist,4
fit,2
fitness,1
five,7
fix,2
flank,1
flap,1
flat,20
fleck,1
flee,4
flesh,1
flew,1
flight,1
floating,1
floor,22
flounder,1
flow,4
flower,1
fluid,1
flutter,1
fly,7
fog,2
fold,1
follow,13
following,1
fond,3
food,16
fool,1
foot,10
footstep,1
for,193
force,13
forefinger,1
forehead,1
forget,16
forgive,1
fork,1
form,5
format,6
former,1
formerly,1
forth,12
fortunately,2
forty,1
forward,16
foundation,25
four,4
fourteen,1
frame,2
franz,3
free,12
freedom,1
freely,5
freeze,1
french,1
frenzy,1
frequent,2
frequently,2
fresh,6
fretsaw,2
friend,5
friendly,5
frighten,1
frightening,1
fro,2
from,134
front,17
froze,1
fruit,1
full,20
fully,7
function,1
funny,1
fur,4
furnishing,1
furniture,15
further,4
future,7
gain,2
game,1
gas,1
gaslight,1
gather,2
gaze,1
general,3
generation,2
gentle,1
gentleman,29
gently,4
get,73
gifted,1
gild,1
girl,3
give,31
glad,5
glance,4
glancing,1
glass,2
gleeful,1
glimpse,1
glower,1
go,87
goal,1
god,7
gold,3
good,33
goodness,1
gossip,1
govern,1
gradually,1
grand,1
grant,3
grasp,2
gratefully,1
gratitude,2
great,13
greatly,1
greedily,1
greeting,1
gregor,298
grete,25
grey,3
grin,1
groan,1
gross,1
ground,8
groundless,1
group,1
gruff,1
guess,1
guest,1
guideline,1
gush,2
gutenberg,100
habit,6
had,1
hadn,2
hair,4
half,9
hall,7
hallway,3
halt,1
hand,41
handle,2
hang,4
happen,23
happening,1
happy,1
hard,16
harder,2
hardly,16
harm,2
harmful,1
harmless,1
harshly,1
hart,1
hat,5
have,479
haven,2
hazard,1
he,593
head,39
headboard,1
heal,1
healthy,1
hear,35
heard,1
hearer,1
heart,1
heave,1
heaven,1
heavily,3
heavy,6
hefty,1
hell,1
help,23
helpless,1
helplessly,1
helplessness,1
her,187
here,19
herself,18
hidden,1
hide,1
high,4
highly,4
him,188
himself,87
hinder,1
his,550
hiss,4
hissing,1
hit,6
hold,26
holder,7
hole,1
holiday,2
home,20
homework,1
honour,1
hop,2
hope,6
hopefully,1
horrible,3
hospital,2
hostile,1
hot,2
hotel,2
hour,10
house,3
household,1
housekeeper,1
how,33
however,11
http,1
hug,1
human,5
humanly,1
humbly,1
humility,1
hundred,2
hung,3
hunger,3
hungry,4
hurried,2
hurriedly,7
hurry,11
hurt,2
hypertext,1
i,90
idea,6
identification,1
identify,1
if,125
ignore,2
ii,1
iii,1
ill,7
illness,1
illustrated,1
imaginable,1
imagination,1
imagine,4
imaginings,1
immaculate,1
immediate,5
immediately,16
immobile,5
impatient,1
impatiently,1
impede,1
implied,2
implore,1
important,5
importune,1
impose,3
impossible,6
impression,2
improvement,3
in,412
inaccessible,1
inaccurate,1
incapable,1
incarcerate,1
inch,1
incidental,1
include,15
incomplete,1
incomprehensible,1
increase,1
incredible,1
indeed,5
indemnify,1
indemnity,1
indicate,4
indifferent,2
indirect,1
indirectly,1
individual,7
inedible,1
infant,1
infirm,1
inflamed,1
influence,1
information,9
infringement,1
inherit,1
injure,3
injured,1
injury,4
inner,1
innocent,2
inseparably,1
inside,3
insist,3
insistent,2
instance,2
instead,7
institute,1
instrument,1
insurance,1
intellectual,2
intend,3
intent,1
intention,8
intercede,1
interest,3
internal,1
international,1
interpret,1
interrupt,1
interrupted,1
into,78
introduction,1
invalid,1
invalidity,1
invariably,1
investigate,1
invisible,1
involve,1
irregular,1
irritably,1
irritation,2
irs,1
isn,4
it,406
itch,2
item,2
itself,4
jaw,4
jewellery,1
job,9
join,2
joining,1
joy,1
judge,2
jump,3
junior,1
junk,1
just,51
kafka,3
keep,25
key,12
kick,1
kind,8
kiss,2
kitchen,11
knee,1
knew,1
knife,2
knock,7
know,35
laboriously,1
labour,2
lack,5
lad,1
lady,4
lain,2
lake,1
lamp,2
land,3
landing,6
language,1
lap,2
large,3
largely,1
last,12
late,8
later,10
laugh,2
law,18
lay,21
lazy,1
lead,5
leader,1
leaf,1
lean,4
leant,6
leap,1
learn,9
least,11
leather,2
leave,45
left,5
leg,15
legal,2
legally,1
legs,6
length,1
less,2
let,33
lethal,1
lethargic,1
letter,3
liability,3
liable,1
library,1
license,19
lid,1
lie,8
lieu,2
lieutenant,1
life,15
lifelessly,1
lift,9
light,9
lightly,3
like,42
likely,1
limit,2
limitation,3
limited,3
limp,1
limply,1
line,4
link,4
lip,2
listen,13
listened,1
literary,13
little,49
live,8
lively,4
living,16
ll,18
load,2
locate,7
location,2
lock,14
locksmith,4
lodge,2
long,28
longer,13
longing,1
look,61
loose,1
lose,8
loss,1
lot,5
loud,9
loudly,5
lout,1
love,2
lovely,1
lover,1
low,7
lung,1
lurch,1
luxury,1
m,15
machine,1
mad,2
made,1
magazine,1
maid,8
mail,1
main,3
maintain,2
make,78
making,1
man,7
manage,3
manager,1
many,7
march,1
mark,2
marriage,1
martyr,1
matter,3
maximum,1
may,17
maybe,7
me,17
meal,8
mealtime,1
mean,8
meant,4
meantime,1
meanwhile,3
meat,2
mechanical,1
medical,1
medicine,1
medium,5
meet,4
melancholy,1
member,3
memory,1
men,2
mention,2
merchantability,1
merely,4
metamorphosis,5
meter,1
method,3
michael,1
midday,3
middle,12
might,17
mild,1
milk,6
mind,4
mindlessly,1
mingle,2
minor,1
minute,2
miracle,2
misfortune,4
miss,2
mission,4
mississippi,1
mistake,2
mistrust,1
mix,3
mixed,1
mobility,1
modest,1
modification,1
modify,1
moment,11
money,16
monogram,1
monotonous,1
monster,1
month,6
mood,4
more,72
moreover,2
morning,22
most,18
mother,90
motionless,1
motor,1
mouth,8
move,38
movement,7
mr,27
mrs,6
much,39
muff,1
muffle,1
mumble,1
music,7
must,28
muster,1
my,21
nail,1
name,2
nap,1
narrow,3
natural,1
naturally,1
near,9
nearby,1
nearly,10
necessarily,1
necessary,5
neck,3
necklace,1
need,16
needle,1
needn,1
neglect,2
negligence,1
neighbour,1
network,1
never,20
new,15
news,3
newsletter,1
newspaper,6
next,18
nice,7
night,10
nightdress,1
nightgown,2
no,84
nobody,5
nod,4
noise,10
non,1
nonetheless,4
nonproprietary,1
nonsense,1
nonsensical,1
nor,3
normally,3
north,1
nose,1
nostril,1
not,204
notch,1
note,1
nothing,18
notice,21
noticeable,1
noticeably,1
notify,1
nourishment,1
now,89
nowadays,1
nuisance,1
numb,1
number,4
numerous,1
o,7
object,1
observant,1
observe,1
obsessed,1
obsolete,1
obstinate,1
obtain,5
obvious,2
obviously,4
occasionally,1
occupational,1
occupied,1
occupy,2
occur,5
of,558
off,19
offer,3
office,7
official,3
often,16
oh,6
old,14
on,165
once,18
one,76
online,4
only,63
onto,21
open,54
opening,1
openly,1
opinion,1
opportunity,4
opposite,2
oppress,1
or,120
ordeal,1
order,7
org,10
organize,1
original,1
originally,1
originator,1
ostrich,1
other,62
others,9
ought,4
our,8
ourselves,2
out,115
outdated,1
outside,7
outstretched,3
over,32
overcoat,2
overcome,5
overnight,1
overs,1
overview,2
overworked,1
owe,2
own,12
owner,5
pack,1
packed,1
page,4
pain,11
pained,1
painful,2
painfully,6
pair,1
pale,1
palely,1
paleness,1
pane,2
pang,1
panic,2
pant,1
pantry,1
paper,3
paperwork,1
paragraph,13
paragraphs,1
parent,26
part,13
particular,6
particularly,3
partly,3
party,1
pass,2
past,6
patch,1
patience,1
patient,5
pause,1
pay,17
payment,3
peace,8
peaceful,2
peacefully,3
peculiar,1
peel,1
peer,2
peeve,1
peg,1
pen,1
people,9
perfect,1
perform,6
performance,2
perhaps,18
period,1
periodic,1
permanent,1
permanently,2
permission,9
permit,2
persecute,1
person,6
personally,1
persuade,4
perversity,1
pg,1
pglaf,1
photograph,1
phrase,4
physical,2
pick,3
picture,6
piece,3
pierce,1
piercing,1
pile,1
pillow,1
pitifully,1
pity,1
place,12
plain,2
plaintively,1
plan,4
plate,1
play,13
player,1
playing,6
pleasant,1
please,12
pleased,2
pleasure,8
plenty,1
pocket,4
point,3
pointless,1
poke,2
polish,1
polished,1
politeness,1
poor,1
position,9
possess,1
possession,1
possibility,2
possible,18
post,4
posture,1
pot,1
potato,1
pour,2
powerful,1
practical,1
practically,1
practice,1
practise,1
precaution,1
prejudice,1
premise,1
preoccupy,1
preparation,1
prepare,4
present,9
preserve,1
press,15
pressure,1
pretend,1
prevail,1
prevent,3
previous,2
price,2
pride,2
principal,1
print,3
private,1
probably,15
problem,1
proceed,1
processing,1
produce,3
production,1
professor,1
profit,2
progress,1
prohibition,2
project,90
prominently,2
promise,1
promote,2
promotion,1
proofread,1
prop,1
proper,3
properly,3
property,2
proprietary,1
prospect,2
protect,9
protrude,2
protrusion,1
proud,1
prove,1
provide,18
provincial,1
provision,2
provoke,1
public,4
pull,9
punish,1
punitive,1
pure,1
purpose,3
pursue,1
push,20
put,16
quake,1
quarrel,1
quarter,6
question,7
quick,2
quicker,1
quickly,12
quiet,10
quieter,1
quietly,5
quite,30
quiver,1
rag,1
rage,1
rain,3
raise,12
raisin,1
ran,1
rather,4
rattle,1
re,14
reach,10
read,8
readable,2
reading,2
ready,4
real,2
realisation,1
realise,12
really,23
reappear,1
rearrange,1
reason,13
reasonable,1
receipt,3
receive,12
recent,1
recently,4
recognise,2
recommend,1
recommendation,1
recover,1
red,1
redistribute,2
redistributing,1
redistribution,2
reduce,3
reference,2
refrain,1
refund,10
refuse,4
regain,1
regard,2
registered,2
regret,3
regular,1
regularly,1
regulate,1
relate,1
relatively,3
relax,1
relaxation,2
release,2
reliable,1
relieve,1
remain,16
remainder,1
remains,1
remarkable,1
remedy,1
remember,5
remembered,1
remind,2
reminder,1
remove,11
rename,1
rent,4
repeat,3
repeatedly,1
repel,1
replace,1
replacement,5
reply,3
report,6
representation,1
representative,1
reproach,3
repugnant,1
request,2
require,3
requirement,4
research,2
resentful,1
resistance,1
resolve,2
resound,1
respect,4
respond,1
response,1
responsibility,1
responsible,1
rest,9
restriction,2
result,1
retreat,1
return,5
revenue,1
revolt,1
revulsion,1
rid,4
ridiculously,1
right,23
ring,3
risk,1
robust,1
rock,2
roll,4
room,133
rotten,1
round,26
row,1
royalty,6
rub,3
rule,1
rumination,1
run,18
rush,11
rushed,1
s,208
sack,2
sacrifice,3
sad,3
sadden,1
sadly,1
safe,1
saint,1
sake,3
sale,1
salesman,5
sallied,1
salt,3
same,17
sample,3
samsa,34
satisfaction,1
satisfy,1
sauce,2
save,6
saw,12
say,73
scalp,1
scar,1
school,2
scrap,1
scraping,1
scratch,1
scream,6
screamed,1
scurried,1
scurry,1
search,1
seat,3
second,3
secret,3
section,9
secure,2
see,55
seek,1
seem,31
seize,1
seldom,1
selection,1
self,4
selfish,1
sell,2
send,12
sens,1
sense,1
sensible,4
sensitive,2
sentence,2
separate,1
serious,7
seriously,5
serve,1
service,3
serviette,1
set,21
seven,9
seventeen,1
several,9
sew,3
shabby,1
shake,5
shall,4
shame,2
share,3
sharply,1
she,200
sheet,6
shine,1
shiny,1
shiver,1
shock,7
shocked,2
shocking,1
shook,1
shop,2
short,5
shortcoming,1
shorthand,1
should,19
shoulder,4
shout,7
shouted,1
shove,4
show,12
shrug,1
shudder,1
shuffle,1
shut,9
shy,1
sick,1
side,27
sideboard,1
sideways,1
sigh,2
sight,7
sign,8
silence,3
silent,5
sill,1
similar,1
simple,3
simply,7
simultaneously,1
since,9
sink,3
sir,3
sister,101
sit,23
situation,4
six,3
sixteen,1
size,2
skirt,5
sky,1
slam,7
sleep,22
sleepiness,1
sleeve,1
slide,5
slight,10
slightly,8
slip,1
slow,5
slowly,22
slumber,1
small,8
smart,1
smear,1
smell,4
smile,7
smoke,2
smooth,1
snap,2
snuffling,1
so,98
sofa,3
soft,1
soften,1
sol,1
solicit,2
solicitation,1
solid,1
some,41
somebody,4
someone,6
something,28
sometimes,7
somewhat,2
somewhere,4
son,2
soon,31
sooner,1
sorrow,1
sort,7
soughing,1
sound,10
source,1
space,2
spare,5
speak,16
speaking,1
special,2
specify,2
speech,1
spend,7
spin,1
spindly,1
spineless,1
spit,2
splash,2
splendour,1
splinter,1
spokesman,1
spot,4
spread,7
spring,1
sprung,1
spy,1
square,1
squarely,1
squeak,1
staff,2
stagger,1
stain,1
stair,2
staircase,1
stairway,2
stamp,3
stand,25
star,3
stare,1
start,13
startle,6
startlement,1
starve,1
state,36
statement,1
station,1
status,4
stay,18
steadily,1
steady,2
steam,1
step,10
stick,9
stiff,3
still,44
stillness,1
stone,1
stop,14
store,1
straight,18
strain,3
strained,1
strangeness,1
stranger,4
street,7
strength,7
strenuous,1
stretch,8
strict,2
stride,1
strike,9
strong,4
strongly,1
structure,1
struggle,3
stubborn,2
stubbornness,2
study,1
stuff,1
stumbling,1
stupid,2
subdue,1
subject,2
subordinate,1
subscribe,1
subtlety,1
succeed,1
success,3
such,10
suck,1
sudden,3
suddenly,9
suffer,6
sufficient,1
sufficiently,1
suffocate,2
suggest,2
suitable,3
sunday,1
sunk,1
sunshine,1
superfluous,1
superior,1
supernatural,1
support,5
suppose,1
suppress,1
sure,6
surely,2
surplus,1
surprise,6
surprising,1
survive,1
suspicious,3
swallow,1
swamp,1
swang,2
sway,2
sweep,2
sweetened,1
sweetly,1
swing,3
swish,1
sword,1
swore,1
sympathy,1
symptom,1
synonymous,1
t,62
table,19
take,56
talk,8
tall,1
task,2
taste,2
tax,7
teaboy,1
tear,9
tearfully,1
teeth,4
tell,16
temporarily,1
tempt,1
ten,2
tenant,2
tender,2
term,23
terrible,1
terribly,1
test,3
text,1
textile,1
than,58
thank,3
thanks,2
that,360
the,1348
their,70
them,64
themselves,10
then,84
there,108
thereby,1
therefore,1
these,17
they,162
thick,1
thin,2
thing,38
think,49
this,145
thoroughly,1
those,5
though,30
thought,9
thoughtfully,1
thoughtless,1
threads,1
threat,1
threaten,2
three,25
thrift,1
through,22
throughout,2
throw,13
thrown,1
thump,2
thunder,1
thus,2
tick,1
tickle,1
tidy,3
tightly,2
till,1
time,74
timetable,1
timorous,1
tip,5
tire,3
tired,4
title,1
tm,57
to,835
today,4
toe,3
together,9
tolerate,1
tone,1
tonight,1
too,30
tool,1
toothless,1
top,4
torture,1
toss,1
total,3
totally,7
touch,4
touchy,1
toward,2
towards,12
tower,1
town,3
trace,1
trademark,14
train,9
trainee,2
tram,2
transcribe,1
transcription,1
transfer,1
transform,2
transformation,2
translate,1
translator,1
transport,1
trap,1
travel,5
traveller,3
travelling,3
tray,1
treat,1
treatment,1
tremble,2
tremendous,1
tremor,1
trip,2
troubled,1
trouser,1
true,3
trust,1
try,22
tug,3
turn,36
turnover,1
twice,2
twist,1
two,27
txt,1
type,1
u,19
unable,6
unbearable,2
uncertainly,1
unchanged,1
unclear,1
uncomfortable,1
uncontrollable,1
uncontrolled,1
under,25
underneath,1
understand,14
understanding,2
understood,3
underwear,1
undisturbed,1
uneasy,3
unenforceability,1
unexpected,2
unfastened,1
unfold,2
unfortunate,1
unfortunately,6
unhappy,1
unheard,2
uniform,9
unimpeded,1
unite,1
united,16
unkempt,1
unknown,1
unless,5
unlike,2
unlink,1
unlocked,1
unnatural,1
unnecessary,2
unnerve,1
unpleasant,2
unpleasantness,1
unprotected,1
unsatisfactory,1
unselfconsciously,1
unsolicited,1
unsuccessfully,1
unsure,1
unthinking,1
untidiness,1
until,13
untouched,1
unused,1
unusual,1
unusually,1
unwell,2
unyielding,1
up,84
update,2
upon,2
upright,9
upset,3
upwards,1
urge,6
use,58
useless,1
user,3
usual,5
usually,3
ut,1
utf,1
vague,1
vain,1
value,1
vanilla,2
variety,1
various,3
ve,9
vegetable,2
vermin,1
version,1
vertical,1
very,35
victim,1
view,6
viewer,1
vigorously,2
vigour,1
vile,1
violate,1
violence,1
violin,12
violinist,1
virus,1
visible,1
visit,3
visitor,2
voice,17
void,1
volume,1
volunteer,6
wage,1
wait,12
wake,5
walk,5
wall,12
wallpaper,1
want,44
warm,3
warmth,1
warning,3
warranty,5
wash,2
wasn,5
waste,5
watch,8
water,3
wave,1
way,66
we,43
weak,4
weakly,1
wealth,1
wear,4
wearily,1
weather,2
web,1
website,4
week,3
weight,3
well,38
wept,1
west,1
what,77
whatever,4
whatsoever,3
when,69
whenever,7
where,42
whereabouts,1
whereas,1
whether,10
which,41
while,41
whim,1
whir,1
whisper,5
whistle,1
white,7
who,36
whole,18
whom,3
whose,1
why,9
wide,6
widespread,1
widow,1
wife,2
wild,2
will,19
willing,2
win,2
wind,1
window,21
windowpane,1
wink,1
wipe,2
wisdom,1
wise,1
wish,5
with,247
withdraw,2
within,5
without,47
withstand,1
woke,1
woman,17
wonder,1
wooden,2
word,21
work,114
workshy,1
world,4
worn,1
worry,8
would,187
wouldn,5
wrack,1
wrap,1
wrench,1
write,11
writing,2
wrong,6
www,10
wyllie,3
yank,1
year,14
yearn,1
yes,8
yesterday,1
yet,3
you,137
young,3
your,25
yourself,2
zip,1
